family,context,variant,weight,seed,split,dataset,train_folds,validation_fold,status,profile,run_id,portable_recipe_not_historical_config,historical_config,checkpoint,prediction_dir,original_result,checkpoint_bytes,prediction_files,ER20,F20,LE_CD,LR_CD,SELD_LR
EINV2,noncausal,E3,0.2,2027,evaluation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027,configs/einv2/E3.yaml,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027_evaluation.yaml,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_train/ein_seld/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027/checkpoints/completion_20260904_E3_seed2027_epoch_68.pth,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027_evaluation/submissions,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_eval/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027_evaluation/results.csv,528939214,200,0.40883031792122704,0.6882060551287844,13.10332014600781,0.7680847909872517,0.2563339237096419
EINV2,noncausal,E3,0.2,2027,validation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027,configs/einv2/E3.yaml,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_train/ein_seld/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027/checkpoints/completion_20260904_E3_seed2027_epoch_68.pth,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027_validation/submissions,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_eval/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027_validation/results.csv,528939214,100,0.46909525231412363,0.6457405758385277,12.131406353759209,0.7404318689501117,0.2875798773727033
EINV2,noncausal,E3,0.2,2028,evaluation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028,configs/einv2/E3.yaml,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028_evaluation.yaml,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_train/ein_seld/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028/checkpoints/completion_20260904_E3_seed2028_epoch_85.pth,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028_evaluation/submissions,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_eval/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028_evaluation/results.csv,528939214,200,0.410617228799047,0.6879276180506225,13.152559405863107,0.7823028507960015,0.25336413360736004
EINV2,noncausal,E3,0.2,2028,validation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028,configs/einv2/E3.yaml,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_train/ein_seld/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028/checkpoints/completion_20260904_E3_seed2028_epoch_85.pth,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028_validation/submissions,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_eval/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028_validation/results.csv,528939214,100,0.4720812182741117,0.6414476133740412,12.218511578326018,0.7392793329362716,0.2898087229608469
Multi-ACCDOA,causal,C0,0,2026,evaluation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,paper_v1_C0_seed2026,configs/multi_accdoa/C0.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/35_paper_v1_C0_seed2026_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/35_paper_v1_C0_seed2026_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/35_paper_v1_C0_seed2026_eval_split0_multiaccdoa_foa_20260902095315_test,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/35_paper_v1_C0_seed2026_eval_split0_multiaccdoa_foa.json,4888475,200,0.6035291489836945,0.4965840482999682,15.355293128001897,0.5734281270828705,0.4047060394113277
Multi-ACCDOA,causal,C0,0,2026,validation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,paper_v1_C0_seed2026,configs/multi_accdoa/C0.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/35_paper_v1_C0_seed2026_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/35_paper_v1_C0_seed2026_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_paper_v1_C0_seed2026_validation_seed2026_validation_t050,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_paper_v1_C0_seed2026_validation.csv,4888475,100,0.6458644371454165,0.4630620557463461,16.31397259477845,0.5449806374739351,0.4321137312518094
Multi-ACCDOA,causal,C0,0,2027,evaluation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,paper_v1_C0_seed2027,configs/multi_accdoa/C0.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa_20260902122653_test,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa.json,4888475,200,0.6120914302732484,0.49002217294900224,15.444784744303728,0.5725083364208966,0.4088413201484814
Multi-ACCDOA,causal,C0,0,2027,validation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,paper_v1_C0_seed2027,configs/multi_accdoa/C0.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_paper_v1_C0_seed2027_validation_seed2027_validation_t050,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_paper_v1_C0_seed2027_validation.csv,4888475,100,0.6313825022394745,0.4727041222346013,15.510696159236765,0.5470938897168406,0.4244387561265036
Multi-ACCDOA,causal,C0,0,2028,evaluation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,paper_v1_C0_seed2028,configs/multi_accdoa/C0.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/35_paper_v1_C0_seed2028_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/35_paper_v1_C0_seed2028_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/35_paper_v1_C0_seed2028_eval_split0_multiaccdoa_foa_20260902131803_test,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/35_paper_v1_C0_seed2028_eval_split0_multiaccdoa_foa.json,4888475,200,0.6159630705085251,0.48278051102999525,15.23286959351985,0.557770695916401,0.41500972921486534
Multi-ACCDOA,causal,C0,0,2028,validation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,paper_v1_C0_seed2028,configs/multi_accdoa/C0.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/35_paper_v1_C0_seed2028_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/35_paper_v1_C0_seed2028_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_paper_v1_C0_seed2028_validation_seed2028_validation_t050,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_paper_v1_C0_seed2028_validation.csv,4888475,100,0.6307853090474769,0.46859903381642515,15.33700057666614,0.5471079308288611,0.42507097579036174
Multi-ACCDOA,causal,C1_lambda005,0.05,2026,evaluation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,pilot_v2_C1_lambda005_seed2026,configs/multi_accdoa/C1.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/40_pilot_v2_C1_lambda005_seed2026_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/40_pilot_v2_C1_lambda005_seed2026_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_pilot_v2_C1_lambda005_seed2026_evaluation_seed2026_evaluation_t050,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_pilot_v2_C1_lambda005_seed2026_evaluation.csv,4888475,200,0.5973494155312337,0.5001399272378363,15.044067236540993,0.566807626678537,0.4034950032322443
Multi-ACCDOA,causal,C1_lambda005,0.05,2026,validation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,pilot_v2_C1_lambda005_seed2026,configs/multi_accdoa/C1.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/40_pilot_v2_C1_lambda005_seed2026_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/40_pilot_v2_C1_lambda005_seed2026_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_pilot_v2_C1_lambda005_seed2026_validation_seed2026_validation_t050,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_pilot_v2_C1_lambda005_seed2026_validation.csv,4888475,100,0.6231710958495074,0.4764292067599256,15.170026950311188,0.543057210965435,0.4219906514064689
Multi-ACCDOA,causal,C1_lambda005,0.05,2027,evaluation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,promoted_v2_C1_lambda005_seed2027,configs/multi_accdoa/C1.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/40_promoted_v2_C1_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/40_promoted_v2_C1_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C1_lambda005_seed2027_evaluation_seed2027_evaluation_t050,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_promoted_v2_C1_lambda005_seed2027_evaluation.csv,4888475,200,0.6146228873501601,0.48052837179332286,15.42352840392656,0.5490545050055617,0.4176815698654947
Multi-ACCDOA,causal,C1_lambda005,0.05,2027,validation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,promoted_v2_C1_lambda005_seed2027,configs/multi_accdoa/C1.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/40_promoted_v2_C1_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/40_promoted_v2_C1_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C1_lambda005_seed2027_validation_seed2027_validation_t050,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_promoted_v2_C1_lambda005_seed2027_validation.csv,4888475,100,0.6239175873395043,0.4788166251306375,15.416628509781864,0.5569129916567342,0.4184589766793968
Multi-ACCDOA,causal,C1_lambda005,0.05,2028,evaluation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,promoted_v2_C1_lambda005_seed2028,configs/multi_accdoa/C1.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/40_promoted_v2_C1_lambda005_seed2028_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/40_promoted_v2_C1_lambda005_seed2028_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C1_lambda005_seed2028_evaluation_seed2028_evaluation_t050,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_promoted_v2_C1_lambda005_seed2028_evaluation.csv,4888475,200,0.606507333780061,0.48577733199598794,15.197679036797952,0.5582981246757097,0.4117158568281991
Multi-ACCDOA,causal,C1_lambda005,0.05,2028,validation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,promoted_v2_C1_lambda005_seed2028,configs/multi_accdoa/C1.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/40_promoted_v2_C1_lambda005_seed2028_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/40_promoted_v2_C1_lambda005_seed2028_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C1_lambda005_seed2028_validation_seed2028_validation_t050,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_promoted_v2_C1_lambda005_seed2028_validation.csv,4888475,100,0.6279486413854882,0.470286721127663,15.898796253004948,0.5559033989266547,0.4225212917952995
Multi-ACCDOA,causal,C2_lambda005,0.05,2026,evaluation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,pilot_v2_C2_lambda005_seed2026,configs/multi_accdoa/C2.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/41_pilot_v2_C2_lambda005_seed2026_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/41_pilot_v2_C2_lambda005_seed2026_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_pilot_v2_C2_lambda005_seed2026_evaluation_seed2026_evaluation_t050,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_pilot_v2_C2_lambda005_seed2026_evaluation.csv,4888475,200,0.599731963368327,0.4971038229537011,15.098127594918646,0.5650304018982649,0.40536905628869946
Multi-ACCDOA,causal,C2_lambda005,0.05,2026,validation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,pilot_v2_C2_lambda005_seed2026,configs/multi_accdoa/C2.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/41_pilot_v2_C2_lambda005_seed2026_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/41_pilot_v2_C2_lambda005_seed2026_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_pilot_v2_C2_lambda005_seed2026_validation_seed2026_validation_t050,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_pilot_v2_C2_lambda005_seed2026_validation.csv,4888475,100,0.6295909226634816,0.4754909787641705,15.65810839239295,0.5597081596188207,0.42034531883733506
Multi-ACCDOA,causal,C2_lambda005,0.05,2027,evaluation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,promoted_v2_C2_lambda005_seed2027,configs/multi_accdoa/C2.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/41_promoted_v2_C2_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/41_promoted_v2_C2_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C2_lambda005_seed2027_evaluation_seed2027_evaluation_t050,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_promoted_v2_C2_lambda005_seed2027_evaluation.csv,4888475,200,0.6256421710967166,0.4802799732609807,15.366973457924912,0.5675936225435669,0.41578516251460457
Multi-ACCDOA,causal,C2_lambda005,0.05,2027,validation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,promoted_v2_C2_lambda005_seed2027,configs/multi_accdoa/C2.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/41_promoted_v2_C2_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/41_promoted_v2_C2_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C2_lambda005_seed2027_validation_seed2027_validation_t050,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_promoted_v2_C2_lambda005_seed2027_validation.csv,4888475,100,0.6398925052254404,0.4661749543976525,16.12732859402608,0.5499925495455222,0.42833031781226927
Multi-ACCDOA,causal,C2_lambda005,0.05,2028,evaluation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,promoted_v2_C2_lambda005_seed2028,configs/multi_accdoa/C2.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/41_promoted_v2_C2_lambda005_seed2028_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/41_promoted_v2_C2_lambda005_seed2028_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C2_lambda005_seed2028_evaluation_seed2028_evaluation_t050,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_promoted_v2_C2_lambda005_seed2028_evaluation.csv,4888475,200,0.6218449854813491,0.48632027122920446,14.816300325904669,0.5591158581812787,0.41468040891480634
Multi-ACCDOA,causal,C2_lambda005,0.05,2028,validation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,promoted_v2_C2_lambda005_seed2028,configs/multi_accdoa/C2.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/41_promoted_v2_C2_lambda005_seed2028_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/41_promoted_v2_C2_lambda005_seed2028_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C2_lambda005_seed2028_validation_seed2028_validation_t050,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_promoted_v2_C2_lambda005_seed2028_validation.csv,4888475,100,0.6298895192594804,0.47968960329400584,15.010989848364549,0.5469448584202683,0.421662361397919
Multi-ACCDOA,causal,C3_lambda005,0.05,2026,evaluation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,supplemental_v2_C3_lambda005_seed2026,configs/multi_accdoa/C3.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/42_supplemental_v2_C3_lambda005_seed2026_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/42_supplemental_v2_C3_lambda005_seed2026_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_supplemental_v2_C3_lambda005_seed2026_evaluation_seed2026_evaluation_t050,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_supplemental_v2_C3_lambda005_seed2026_evaluation.csv,4888475,200,0.5995085995085995,0.505813027552158,14.695570389818604,0.5682812847711594,0.4017640862266242
Multi-ACCDOA,causal,C3_lambda005,0.05,2026,validation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,supplemental_v2_C3_lambda005_seed2026,configs/multi_accdoa/C3.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/42_supplemental_v2_C3_lambda005_seed2026_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/42_supplemental_v2_C3_lambda005_seed2026_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_supplemental_v2_C3_lambda005_seed2026_validation_seed2026_validation_t050,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_supplemental_v2_C3_lambda005_seed2026_validation.csv,4888475,100,0.6401911018214392,0.46541383446621354,15.46289308332425,0.5468633586648786,0.4284547175660927
Multi-ACCDOA,causal,C3_lambda005,0.05,2027,evaluation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,supplemental_v2_C3_lambda005_seed2027,configs/multi_accdoa/C3.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/42_supplemental_v2_C3_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/42_supplemental_v2_C3_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_supplemental_v2_C3_lambda005_seed2027_evaluation_seed2027_evaluation_t050,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_supplemental_v2_C3_lambda005_seed2027_evaluation.csv,4888475,200,0.6183456183456183,0.4835544833132288,14.544430510927643,0.5387180437198963,0.4192188707599672
Multi-ACCDOA,causal,C3_lambda005,0.05,2027,validation,TAU2020 FOA,"2,3,4,5,6",1,SCORED_SAVED_PREDICTIONS,dcase2023_micro,supplemental_v2_C3_lambda005_seed2027,configs/multi_accdoa/C3.json,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/42_supplemental_v2_C3_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/42_supplemental_v2_C3_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_supplemental_v2_C3_lambda005_seed2027_validation_seed2027_validation_t050,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_supplemental_v2_C3_lambda005_seed2027_validation.csv,4888475,100,0.6236189907435056,0.47498581042730886,14.775350354805433,0.5352511551647041,0.42386682622510297
