family,context,variant,seed,evidence_level,motion_group,prediction_files,prediction_rows,unmatched_predictions_global,references,matched_recall_micro,recall_at_threshold_micro,mean_localization_error_deg_micro,median_localization_error_deg_micro,p90_localization_error_deg_micro,matched_recall_macro_class,recall_at_threshold_macro_class,mean_localization_error_deg_macro_class,prediction_dir,split,source
EINV2,causal,C0.1,2028,completion_three_seed,dynamic,100.0,45258.0,12297.0,26274.0,0.5586511380071554,0.48188323057014537,13.394269035078231,8.589866925985739,23.044073859373363,0.5327047688638299,0.4601198125215412,14.44797214951006,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_infer/ein_seld/Completion_20260904_EINV2_C0_bestfix_seed2028_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,causal,C1,2026,completion_three_seed,static,100.0,47704.0,15041.0,31428.0,0.5879152348224513,0.5025773195876289,16.254834828762675,9.215771778237142,26.49872654232053,0.5815140976273888,0.5031232734119169,15.29676388407045,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_C1_CausalEINV2_Velocity_seed2026_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,causal,C1,2026,completion_three_seed,dynamic,100.0,47704.0,15041.0,26274.0,0.5399254015376418,0.4683337139377331,15.4926562835609,9.964406707259554,23.03412771467189,0.5252193362856067,0.45488369517610305,16.613057244802853,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_C1_CausalEINV2_Velocity_seed2026_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,causal,C1,2027,completion_three_seed,static,100.0,47756.0,14618.0,31428.0,0.5867379406898308,0.4953226422298587,16.189975735743683,9.044778532466115,27.462826106785123,0.5788995307554321,0.49690122533461933,14.621622885712174,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_C1_CausalEINV2_Velocity_seed2027_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,causal,C1,2027,completion_three_seed,dynamic,100.0,47756.0,14618.0,26274.0,0.5594123468067291,0.49254015376417754,13.483236168844293,8.94172446613054,22.334787299867667,0.5201967857140525,0.45963776881130936,13.57649156359166,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_C1_CausalEINV2_Velocity_seed2027_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,causal,C1,2028,completion_three_seed,static,100.0,48718.0,15842.0,31428.0,0.5829833269695812,0.5374824996818124,11.28382828922517,7.065836412371786,17.674279166626494,0.5685851304249813,0.5291966474679848,10.562819182650156,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_C1_CausalEINV2_Velocity_seed2028_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,causal,C1,2028,completion_three_seed,dynamic,100.0,48718.0,15842.0,26274.0,0.5539316434497983,0.5090203242749486,11.40875452735116,7.614631845287242,18.092667070632945,0.5161906431461053,0.47574428250572703,11.510305201637832,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_C1_CausalEINV2_Velocity_seed2028_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,causal,C2,2026,completion_three_seed,static,100.0,48910.0,15728.0,31428.0,0.579928725976836,0.4874315896652666,16.326821796344436,8.54203589727113,28.856111741079175,0.577952233913638,0.4988466363903091,14.552286954907215,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C2_CausalEINV2_JEPA_seed2026_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,causal,C2,2026,completion_three_seed,dynamic,100.0,48910.0,15728.0,26274.0,0.5692319403212301,0.49189312628453985,14.87124247597539,9.918161912653993,23.69802948760418,0.5396067770174306,0.46919377344206387,14.709231598531222,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C2_CausalEINV2_JEPA_seed2026_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,causal,C2,2027,completion_three_seed,static,100.0,48882.0,15098.0,31428.0,0.6006109201985491,0.5385007000127275,12.839145540905923,8.419595181533827,20.38001055954924,0.5721423647682409,0.5236582870707561,11.435455935616186,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C2_CausalEINV2_JEPA_seed2027_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,causal,C2,2027,completion_three_seed,dynamic,100.0,48882.0,15098.0,26274.0,0.5674050392022532,0.515033873791581,11.901540564901707,8.834942314334636,19.230030571098926,0.5096520326552854,0.46241434956854593,13.28505814877341,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C2_CausalEINV2_JEPA_seed2027_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,causal,C2,2028,completion_three_seed,static,100.0,47756.0,14953.0,31428.0,0.5824105892834415,0.48230876925035,17.20202838406323,10.41725946007464,28.923177423460153,0.5793119423703468,0.4927351681446009,15.408207540862811,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C2_CausalEINV2_JEPA_seed2028_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,causal,C2,2028,completion_three_seed,dynamic,100.0,47756.0,14953.0,26274.0,0.5518383192509705,0.47895257669178654,14.095543078407765,10.643469146681028,22.088301259294038,0.5187053005113678,0.4505540796181303,14.44929305296973,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C2_CausalEINV2_JEPA_seed2028_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,causal,C3,2026,completion_three_seed,static,100.0,49033.0,14760.0,31428.0,0.6118747613592974,0.5566055746468117,11.153985235540079,7.021525931549315,18.437285646699557,0.5875894929570039,0.5393840821155641,10.306817566946393,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2026_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,causal,C3,2026,completion_three_seed,dynamic,100.0,49033.0,14760.0,26274.0,0.5725431985993759,0.525462434345741,11.20228803544842,8.046189774787836,18.10937303756011,0.5256024917617269,0.4818942184083128,11.386151032985302,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2026_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,causal,C3,2027,completion_three_seed,static,100.0,48589.0,14269.0,31428.0,0.6047155402825506,0.5541873488608884,11.330784399422162,7.779126214424701,18.356720328406155,0.6009701065759006,0.5552541110961235,10.902405029393487,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2027_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,causal,C3,2027,completion_three_seed,dynamic,100.0,48589.0,14269.0,26274.0,0.5828956382735785,0.5291542970236736,12.048354941963575,8.599517867567101,19.08062944282224,0.539421109940376,0.49221654452414676,11.623903561265095,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2027_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,causal,C3,2028,completion_three_seed,static,100.0,48133.0,14824.0,31428.0,0.5778286877943235,0.506204658266514,13.42022271852593,8.43195168319116,22.201353587810864,0.5542612880369214,0.49378218984954664,12.289726424274988,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2028_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,causal,C3,2028,completion_three_seed,dynamic,100.0,48133.0,14824.0,26274.0,0.5765776052371165,0.5181167694298546,12.387936899869064,8.938448123563107,20.09873878636214,0.5372941727497591,0.4828013034686217,12.357115681344176,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2028_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E0,2026,completion_three_seed,static,100.0,50300.0,10310.0,31428.0,0.7141084383352425,0.6687985236095202,8.924164547280231,6.000000000000087,14.530184852109656,0.7149770757445661,0.6739175963226072,8.603453659242515,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_infer/ein_seld/Completion_20260904_EvalAlias_Pilot_E0_best_seed2026_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E0,2026,completion_three_seed,dynamic,100.0,50300.0,10310.0,26274.0,0.667846540306006,0.6205754738524777,9.64673333831639,6.3431005374337115,16.03088971430163,0.6468209355925013,0.6075307852791999,9.29525884210379,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_infer/ein_seld/Completion_20260904_EvalAlias_Pilot_E0_best_seed2026_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E0,2027,completion_three_seed,static,100.0,49597.0,10946.0,31428.0,0.68445335369734,0.6349115438462517,10.022425185793882,5.105955606123226,14.96380492412648,0.689962835989911,0.6447796072528774,9.545666942933629,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_infer/ein_seld/Completion_20260904_E0_OfflineEINV2_seed2027_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E0,2027,completion_three_seed,dynamic,100.0,49597.0,10946.0,26274.0,0.6523559412346807,0.6062647484204917,9.29309038793735,5.926063708156173,16.031521486563413,0.6173224750486134,0.5775168736938889,9.146481941121129,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_infer/ein_seld/Completion_20260904_E0_OfflineEINV2_seed2027_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E0,2028,completion_three_seed,static,100.0,49906.0,10563.0,31428.0,0.7024627720504009,0.6508527427771414,9.862579747737072,5.383542792897964,16.145025745089864,0.6940946499525047,0.6485627326328957,9.191660203532397,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_infer/ein_seld/Completion_20260904_E0_OfflineEINV2_seed2028_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E0,2028,completion_three_seed,dynamic,100.0,49906.0,10563.0,26274.0,0.6571515566719951,0.6124305396970389,9.336232066288131,5.802892888974432,15.559257843976722,0.6188165595153182,0.5765551199114037,9.500085392110954,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_infer/ein_seld/Completion_20260904_E0_OfflineEINV2_seed2028_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E1,2026,completion_three_seed,static,100.0,49499.0,9688.0,31428.0,0.6915807560137457,0.6416889397989054,9.548557263278173,6.0554156510020976,15.537651044145914,0.6724782503049797,0.6325169333806361,8.9705313064819,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_E1_OfflineEINV2_Velocity_seed2026_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E1,2026,completion_three_seed,dynamic,100.0,49499.0,9688.0,26274.0,0.687980513054731,0.6410519905610109,9.238036005718051,6.077048997459374,15.850755281961305,0.6584433503561656,0.6152520870793265,9.55426881919038,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_E1_OfflineEINV2_Velocity_seed2026_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E1,2027,completion_three_seed,static,100.0,49544.0,10418.0,31428.0,0.693967163039328,0.6446799032709686,9.93923205298239,5.541172435202808,14.958334576400679,0.6894178415010104,0.6418617086202988,9.590522989805569,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_E1_OfflineEINV2_Velocity_seed2027_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E1,2027,completion_three_seed,dynamic,100.0,49544.0,10418.0,26274.0,0.6590545786709294,0.612049935297252,9.337034199074258,5.999999999999965,15.762550836622893,0.6257044089982079,0.5829873196609032,9.160427026089542,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_E1_OfflineEINV2_Velocity_seed2027_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E1,2028,completion_three_seed,static,100.0,49976.0,10385.0,31428.0,0.689703449153621,0.6483708794705358,9.344048585866137,5.339121027828763,14.289245115658192,0.6811491677496535,0.6413773924598033,8.96123210245368,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_E1_OfflineEINV2_Velocity_seed2028_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E1,2028,completion_three_seed,dynamic,100.0,49976.0,10385.0,26274.0,0.6818527822181625,0.6316510618862754,9.512417643242314,5.793781114107238,16.027114552041862,0.6488471321836469,0.6050283623424998,9.28166197139045,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_E1_OfflineEINV2_Velocity_seed2028_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E2,2026,completion_three_seed,static,100.0,50731.0,10454.0,31428.0,0.7099401807305588,0.6650120911289297,10.176642476489823,7.134746130768104,15.649517422332805,0.6973006900200224,0.653667274807682,9.827011956907524,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E2_OfflineEINV2_JEPAConsistency_seed2026_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E2,2026,completion_three_seed,dynamic,100.0,50731.0,10454.0,26274.0,0.6837558042170967,0.6345436553246555,10.274767094412967,7.132596445794206,16.773828423586288,0.6478456742267504,0.6008377793780021,10.768318055797833,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E2_OfflineEINV2_JEPAConsistency_seed2026_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E2,2027,completion_three_seed,static,100.0,49196.0,10279.0,31428.0,0.6896079928725977,0.642548046328115,9.75922255739511,5.919071451855506,14.55640136622792,0.68371129823987,0.6411933843293263,9.275229224160544,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E2_OfflineEINV2_JEPAConsistency_seed2027_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E2,2027,completion_three_seed,dynamic,100.0,49196.0,10279.0,26274.0,0.656314226992464,0.6145238638958667,9.16085973436505,6.081278118645406,15.178623946834868,0.6176527674403832,0.5801340948276946,9.001796068762609,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E2_OfflineEINV2_JEPAConsistency_seed2027_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E2,2028,completion_three_seed,static,100.0,49251.0,10190.0,31428.0,0.6941580756013745,0.6222476772304951,12.447378063180574,6.512866126550954,20.75643926676188,0.6833847821417274,0.6153578406403177,11.836589496764866,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E2_OfflineEINV2_JEPAConsistency_seed2028_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E2,2028,completion_three_seed,dynamic,100.0,49251.0,10190.0,26274.0,0.6563522874324427,0.6003653802237954,11.003961745894244,7.068161587914832,18.14113925766491,0.6197930125622639,0.5681327389486848,11.531328628567119,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E2_OfflineEINV2_JEPAConsistency_seed2028_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E3,2026,completion_three_seed,static,100.0,50411.0,11961.0,31428.0,0.6734122438589792,0.6351342751686394,8.591469266436585,6.000000000000087,13.439746557140293,0.6773439130885734,0.6395612401465376,8.355278601010278,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E3,2026,completion_three_seed,dynamic,100.0,50411.0,11961.0,26274.0,0.6579127654715689,0.6190149958133516,8.663217238864037,6.000000000000026,14.261721745816512,0.6173292487450417,0.5838519573370524,8.55229529647677,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E3,2027,completion_three_seed,static,100.0,49453.0,10374.0,31428.0,0.6882079674175894,0.6229795087183403,11.43856112689349,6.386271344327533,18.88313030930877,0.6822459703483202,0.6172553683793061,11.067541125080137,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E3,2027,completion_three_seed,dynamic,100.0,49453.0,10374.0,26274.0,0.6641546776280733,0.6024967648626018,11.245957704451397,7.2154881820468955,19.026005392169683,0.6266274816006832,0.5663863987067219,11.890295176259867,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E3,2028,completion_three_seed,static,100.0,48634.0,9913.0,31428.0,0.6825760468372152,0.6148657248313606,11.668090414783757,6.317248357185387,19.803093027301284,0.6628925119030055,0.6015060667233563,10.72590662154783,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
EINV2,noncausal,E3,2028,completion_three_seed,dynamic,100.0,48634.0,9913.0,26274.0,0.6572657379919312,0.5994899901042856,10.752398162344651,6.643086579016608,18.08892787742057,0.6137735635803634,0.5602027807507377,10.893740511255015,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028_validation/submissions,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_validation/motion_stratified_runs.csv
Multi-ACCDOA,causal,C2_lambda005,2026,completion_three_seed,static,200.0,83987.0,26319.0,64036.0,0.4616621900181148,0.4097070397901181,12.31458401478069,9.859215076783629,20.849023403172563,0.37529709195324934,0.3333063990235237,12.5871281383754,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_pilot_v2_C2_lambda005_seed2026_evaluation_seed2026_evaluation_t050,evaluation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_evaluation/motion_stratified_runs.csv
Multi-ACCDOA,causal,C2_lambda005,2026,completion_three_seed,dynamic,200.0,83987.0,26319.0,53184.0,0.5284484055354994,0.40365523465703973,16.666676821241172,12.657596262504677,29.929194521632272,0.4464805214472567,0.3438338220658305,17.01897102846511,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_pilot_v2_C2_lambda005_seed2026_evaluation_seed2026_evaluation_t050,evaluation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_evaluation/motion_stratified_runs.csv
Multi-ACCDOA,causal,C3_lambda005,2026,completion_three_seed,static,200.0,85421.0,26930.0,64036.0,0.4709226060341058,0.4205134611780873,12.18884209475819,9.733887244245587,20.50902017349157,0.374888880009392,0.33432685468644835,12.27866747740279,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_supplemental_v2_C3_lambda005_seed2026_evaluation_seed2026_evaluation_t050,evaluation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_evaluation/motion_stratified_runs.csv
Multi-ACCDOA,causal,C3_lambda005,2026,completion_three_seed,dynamic,200.0,85421.0,26930.0,53184.0,0.5327730144404332,0.4139402827918171,16.00916594301821,12.284453645146497,28.49073524335011,0.4516219706366511,0.3518293952834243,16.362088777984564,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_supplemental_v2_C3_lambda005_seed2026_evaluation_seed2026_evaluation_t050,evaluation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_evaluation/motion_stratified_runs.csv
Multi-ACCDOA,causal,C2_lambda005,2027,completion_three_seed,static,200.0,85987.0,28354.0,64036.0,0.45999125491910803,0.3924823536760572,13.449965099829933,10.667615625189665,22.71426864792963,0.41343688023507874,0.3574491538079792,12.850693652771536,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C2_lambda005_seed2027_evaluation_seed2027_evaluation_t050,evaluation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_evaluation/motion_stratified_runs.csv
Multi-ACCDOA,causal,C2_lambda005,2027,completion_three_seed,dynamic,200.0,85987.0,28354.0,53184.0,0.5298021961492179,0.4001203369434416,16.09219342212318,12.784302960804379,29.708572652625456,0.47319147006612094,0.36163367923933626,16.42260336441625,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C2_lambda005_seed2027_evaluation_seed2027_evaluation_t050,evaluation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_evaluation/motion_stratified_runs.csv
Multi-ACCDOA,noncausal,A0,2026,paper_v1_completed,static,200.0,94598.0,23597.0,64036.0,0.5822193766006621,0.5083234430632769,12.306692033024444,9.75637715756152,22.03400472842238,0.5651822397725452,0.5006965288455133,12.218173675833013,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/32_paper_v1_A0_seed2026_eval_split0_multiaccdoa_foa_20260902094006_test,evaluation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_evaluation/motion_stratified_runs.csv
Multi-ACCDOA,noncausal,A0,2026,paper_v1_completed,dynamic,200.0,94598.0,23597.0,53184.0,0.6339876654632972,0.47029181708784595,16.52126415102562,13.101671099736617,29.830226637756144,0.57603258154585,0.4445016154265881,15.339779885311948,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/32_paper_v1_A0_seed2026_eval_split0_multiaccdoa_foa_20260902094006_test,evaluation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_evaluation/motion_stratified_runs.csv
Multi-ACCDOA,causal,C0,2027,paper_v1_completed,static,200.0,84338.0,26872.0,64036.0,0.467081016927978,0.4059591479792617,13.02775354323124,10.570634414460137,22.30538760368301,0.4161679766100408,0.3664113743312745,12.963938740498905,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa_20260902122653_test,evaluation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/motion_evaluation/motion_stratified_runs.csv
