host,record_type,path,run_id,variant,seed,status,checkpoint,prediction_dir,original_metric_protocol,best_validation_json,evaluation_json,n_logged_rows,last_row_json,minimum_logged_selection_metric,minimum_logged_row_json
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/51_paper_v1_A2_seed2027_eval_split0_multiaccdoa_foa.json,paper_v1_A2_seed2027,A2,2027,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/51_paper_v1_A2_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/51_paper_v1_A2_seed2027_eval_split0_multiaccdoa_foa_20260902104913_test,as_recorded_NOT_relabelled,"{""ER"": 0.5837070254110612, ""F"": 0.4846712889482917, ""LE"": 15.689962880234845, ""LR"": 0.5620807870025339, ""SELD"": 0.4060303524764962, ""epoch"": 88}","{""ER"": [0.5663564029425011, [0.5458419497788519, 0.5909325583127415]], ""F"": [0.4958310638119579, [0.46932890918939735, 0.5185412785928323]], ""LE"": [15.886525811157052, [15.126911367143258, 16.77981756564572]], ""LR"": [0.5706062644838155, [0.547928169352393, 0.5914104440437395]], ""SELD"": [0.3970443878438445, [0.3811867245484423, 0.4155196034754138]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/42_supplemental_v2_C3_lambda005_seed2026_eval_split0_multiaccdoa_foa.json,supplemental_v2_C3_lambda005_seed2026,C3,2026,validation_completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/42_supplemental_v2_C3_lambda005_seed2026_eval_split0_multiaccdoa_foa_model.h5,,as_recorded_NOT_relabelled,"{""ER"": 0.637219730941704, ""F"": 0.4664475266575804, ""LE"": 15.465506848603715, ""LR"": 0.547217663732657, ""SELD"": 0.42736850576092744, ""epoch"": 82}",{},,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/43_pilot_v2_validation_only_smoke_eval_split0_multiaccdoa_foa.json,pilot_v2_validation_only_smoke,C1,2026,validation_completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/43_pilot_v2_validation_only_smoke_eval_split0_multiaccdoa_foa_model.h5,,as_recorded_NOT_relabelled,"{""ER"": 1.0, ""F"": 0.0, ""LE"": 180, ""LR"": 0.0, ""SELD"": 1.0, ""epoch"": 1}",{},,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/42_supplemental_v2_C3_lambda005_seed2027_eval_split0_multiaccdoa_foa.json,supplemental_v2_C3_lambda005_seed2027,C3,2027,validation_completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/42_supplemental_v2_C3_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,,as_recorded_NOT_relabelled,"{""ER"": 0.6210762331838565, ""F"": 0.4756176853055917, ""LE"": 14.779798276970789, ""LR"": 0.5354424712729443, ""SELD"": 0.423031516758234, ""epoch"": 96}",{},,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/41_promoted_v2_C2_lambda005_seed2027_eval_split0_multiaccdoa_foa.json,promoted_v2_C2_lambda005_seed2027,C2,2027,validation_completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/41_promoted_v2_C2_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,,as_recorded_NOT_relabelled,"{""ER"": 0.6375186846038864, ""F"": 0.4668574153552694, ""LE"": 16.128031509792905, ""LR"": 0.5502014023571535, ""SELD"": 0.4275150104864672, ""epoch"": 98}",{},,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/32_paper_v1_A0_seed2026_eval_split0_multiaccdoa_foa.json,paper_v1_A0_seed2026,A0,2026,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/32_paper_v1_A0_seed2026_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/32_paper_v1_A0_seed2026_eval_split0_multiaccdoa_foa_20260902094006_test,as_recorded_NOT_relabelled,"{""ER"": 0.5316890881913303, ""F"": 0.5438825448613377, ""LE"": 14.125427593533791, ""LR"": 0.5952593917710197, ""SELD"": 0.3677554373252069, ""epoch"": 93}","{""ER"": [0.5067557423810238, [0.4861573416763502, 0.5299217755896987]], ""F"": [0.557875991581674, [0.5321162511160542, 0.5789718825122352]], ""LE"": [14.741195445834672, [14.076504862454255, 15.533783103524433]], ""LR"": [0.6376324824600687, [0.6150525956018573, 0.6584033024544349]], ""SELD"": [0.34828569964847955, [0.33298195953551624, 0.3660272118126344]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/34_C0_smoke_seed2026_strictcausal_v1_eval_split0_multiaccdoa_foa.json,C0_smoke_seed2026_strictcausal_v1,C0,2026,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/34_C0_smoke_seed2026_strictcausal_v1_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/34_C0_smoke_seed2026_strictcausal_v1_eval_split0_multiaccdoa_foa_20260902084952_test,as_recorded_NOT_relabelled,"{""ER"": 1.0, ""F"": 0.0, ""LE"": 180, ""LR"": 0.0, ""SELD"": 1.0, ""epoch"": 1}","{""ER"": [1.0, [1.0, 1.0]], ""F"": [0.0, [0.0, 0.0]], ""LE"": [180, [180.0, 180.0]], ""LR"": [0.0, [0.0, 0.0]], ""SELD"": [1.0, [1.0, 1.0]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/40_paper_v1_C1_seed2028_eval_split0_multiaccdoa_foa.json,paper_v1_C1_seed2028,C1,2028,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/40_paper_v1_C1_seed2028_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/40_paper_v1_C1_seed2028_eval_split0_multiaccdoa_foa_20260902140418_test,as_recorded_NOT_relabelled,"{""ER"": 0.6185351270553064, ""F"": 0.4641392585153569, ""LE"": 15.742143645522088, ""LR"": 0.5240298507462686, ""SELD"": 0.42945559284497864, ""epoch"": 86}","{""ER"": [0.6127458339588651, [0.5936789941877715, 0.6336314273707252]], ""F"": [0.47045483180042835, [0.44695481944624915, 0.49146015686946987]], ""LE"": [15.619411445115794, [14.814797831311958, 16.46056393491834]], ""LR"": [0.5208099828140178, [0.49875453863598684, 0.5403912961109272]], ""SELD"": [0.42706388184321, [0.41223482554829166, 0.4436405795287907]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa.json,paper_v1_C0_seed2027,C0,2027,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa_20260902122653_test,as_recorded_NOT_relabelled,"{""ER"": 0.6284005979073244, ""F"": 0.47331897583153865, ""LE"": 15.526111912513429, ""LR"": 0.5474485228290062, ""SELD"": 0.4234723191346302, ""epoch"": 98}","{""ER"": [0.6087674523344843, [0.5894665846049757, 0.6302224168155391]], ""F"": [0.4923715951753335, [0.469622743434423, 0.5116394255034236]], ""LE"": [15.302603114082812, [14.660874677894144, 16.226920881009516]], ""LR"": [0.5740325713431944, [0.5516696353270423, 0.5934783073949363]], ""SELD"": [0.40684443689021516, [0.3927392846039244, 0.42348015389028115]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/40_paper_v1_C1_seed2027_eval_split0_multiaccdoa_foa.json,paper_v1_C1_seed2027,C1,2027,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/40_paper_v1_C1_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/40_paper_v1_C1_seed2027_eval_split0_multiaccdoa_foa_20260902131533_test,as_recorded_NOT_relabelled,"{""ER"": 0.6464872944693573, ""F"": 0.45212289136989653, ""LE"": 15.3524487898597, ""LR"": 0.524164677804296, ""SELD"": 0.43887277686526294, ""epoch"": 97}","{""ER"": [0.6110193664614922, [0.5919163558376835, 0.6334263170922995]], ""F"": [0.48407123019114523, [0.4602401513878344, 0.5040692501153935]], ""LE"": [14.419791980586844, [13.6816920425343, 15.212291080681153]], ""LR"": [0.5343397354457813, [0.5108081901231364, 0.5543205954012437]], ""SELD"": [0.4181795890680676, [0.40365472195615615, 0.4354519316350114]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/41_paper_v1_C2_seed2028_eval_split0_multiaccdoa_foa.json,paper_v1_C2_seed2028,C2,2028,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/41_paper_v1_C2_seed2028_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/41_paper_v1_C2_seed2028_eval_split0_multiaccdoa_foa_20260902134607_test,as_recorded_NOT_relabelled,"{""ER"": 0.6400597907324365, ""F"": 0.450278962914342, ""LE"": 15.985593257544858, ""LR"": 0.5266219239373602, ""SELD"": 0.43799193882788473, ""epoch"": 87}","{""ER"": [0.6095931541810539, [0.5898249779906033, 0.6295720872373813]], ""F"": [0.4844053372991283, [0.4632638787700014, 0.5050942839241921]], ""LE"": [14.634698904394439, [13.949385009536547, 15.320734830762992]], ""LR"": [0.5326355140186916, [0.511666564620735, 0.5533631578019991]], ""SELD"": [0.4184640464163563, [0.4033702419629895, 0.4337849972874363]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/52_supplemental_v2_A3_lambda005_seed2028_eval_split0_multiaccdoa_foa.json,supplemental_v2_A3_lambda005_seed2028,A3,2028,validation_completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/52_supplemental_v2_A3_lambda005_seed2028_eval_split0_multiaccdoa_foa_model.h5,,as_recorded_NOT_relabelled,"{""ER"": 0.5644245142002989, ""F"": 0.5160016454134101, ""LE"": 14.720956111588684, ""LR"": 0.5784372203996421, ""SELD"": 0.3879421844740182, ""epoch"": 89}",{},,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/52_supplemental_v2_A3_lambda005_seed2026_eval_split0_multiaccdoa_foa.json,supplemental_v2_A3_lambda005_seed2026,A3,2026,validation_completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/52_supplemental_v2_A3_lambda005_seed2026_eval_split0_multiaccdoa_foa_model.h5,,as_recorded_NOT_relabelled,"{""ER"": 0.5630792227204783, ""F"": 0.5152368333885392, ""LE"": 14.636978745763104, ""LR"": 0.5685748360166964, ""SELD"": 0.3901460254757039, ""epoch"": 89}",{},,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/50_paper_v1_A1_seed2027_eval_split0_multiaccdoa_foa.json,paper_v1_A1_seed2027,A1,2027,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/50_paper_v1_A1_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/50_paper_v1_A1_seed2027_eval_split0_multiaccdoa_foa_20260902103709_test,as_recorded_NOT_relabelled,"{""ER"": 0.5566517189835576, ""F"": 0.5136329525556574, ""LE"": 14.705410888480982, ""LR"": 0.5759021771547868, ""SELD"": 0.3872033291078353, ""epoch"": 99}","{""ER"": [0.5340789671220537, [0.5130299623910278, 0.5583015863219382]], ""F"": [0.5342775970683905, [0.5088372505279508, 0.5560893351966336]], ""LE"": [15.160859531778076, [14.373056134620949, 15.98695238947306]], ""LR"": [0.6035281805950067, [0.5799808747933529, 0.6236794725947777]], ""SELD"": [0.37012504671435587, [0.35451234251258756, 0.38834048989317316]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/51_paper_v1_A2_seed2028_eval_split0_multiaccdoa_foa.json,paper_v1_A2_seed2028,A2,2028,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/51_paper_v1_A2_seed2028_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/51_paper_v1_A2_seed2028_eval_split0_multiaccdoa_foa_20260902115126_test,as_recorded_NOT_relabelled,"{""ER"": 0.5775784753363229, ""F"": 0.498982015609094, ""LE"": 15.101785572928598, ""LR"": 0.5469868735083532, ""SELD"": 0.40387709873934197, ""epoch"": 89}","{""ER"": [0.5552469599159285, [0.5346851798281097, 0.5785419486145257]], ""F"": [0.5060730458335096, [0.48008189969359877, 0.5281222328127223]], ""LE"": [15.041551854483425, [14.309236114880974, 15.903135788545438]], ""LR"": [0.5646029609690444, [0.5427536116920704, 0.5858497757866596]], ""SELD"": [0.39203378252068166, [0.3762109159934639, 0.4098556137646161]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/33_A0_smoke_seed2026_strictcausal_v1_eval_split0_multiaccdoa_foa.json,A0_smoke_seed2026_strictcausal_v1,A0,2026,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/33_A0_smoke_seed2026_strictcausal_v1_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/33_A0_smoke_seed2026_strictcausal_v1_eval_split0_multiaccdoa_foa_20260902084951_test,as_recorded_NOT_relabelled,"{""ER"": 1.0, ""F"": 0.0, ""LE"": 180, ""LR"": 0.0, ""SELD"": 1.0, ""epoch"": 1}","{""ER"": [1.0, [1.0, 1.0]], ""F"": [0.0, [0.0, 0.0]], ""LE"": [180, [180.0, 180.0]], ""LR"": [0.0, [0.0, 0.0]], ""SELD"": [1.0, [1.0, 1.0]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/40_promoted_v2_C1_lambda005_seed2028_eval_split0_multiaccdoa_foa.json,promoted_v2_C1_lambda005_seed2028,C1,2028,validation_completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/40_promoted_v2_C1_lambda005_seed2028_eval_split0_multiaccdoa_foa_model.h5,,as_recorded_NOT_relabelled,"{""ER"": 0.6258594917787743, ""F"": 0.4707865168539326, ""LE"": 15.902547243443413, ""LR"": 0.5561194029850747, ""SELD"": 0.421825264156391, ""epoch"": 95}",{},,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/40_promoted_v2_C1_lambda005_seed2027_eval_split0_multiaccdoa_foa.json,promoted_v2_C1_lambda005_seed2027,C1,2027,validation_completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/40_promoted_v2_C1_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,,as_recorded_NOT_relabelled,"{""ER"": 0.6221225710014948, ""F"": 0.47901393700153067, ""LE"": 15.42342648196948, ""LR"": 0.556980906921241, ""SELD"": 0.4179533574390828, ""epoch"": 81}",{},,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/32_paper_v1_A0_seed2027_eval_split0_multiaccdoa_foa.json,paper_v1_A0_seed2027,A0,2027,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/32_paper_v1_A0_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/32_paper_v1_A0_seed2027_eval_split0_multiaccdoa_foa_20260902103752_test,as_recorded_NOT_relabelled,"{""ER"": 0.5485799701046338, ""F"": 0.5264954486345904, ""LE"": 14.820816335062894, ""LR"": 0.6059025190043226, ""SELD"": 0.374629967748462, ""epoch"": 81}","{""ER"": [0.5286743732172346, [0.507595087632072, 0.550608000298522]], ""F"": [0.5398584428715875, [0.5157118217133153, 0.5618020342283571]], ""LE"": [15.350193510937425, [14.436518602237054, 16.309646712702367]], ""LR"": [0.6242718446601941, [0.6016165400498494, 0.6451770608330689]], ""SELD"": [0.36245573463099856, [0.34665475419331176, 0.3795221609650747]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/32_paper_v1_A0_seed2028_eval_split0_multiaccdoa_foa.json,paper_v1_A0_seed2028,A0,2028,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/32_paper_v1_A0_seed2028_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/32_paper_v1_A0_seed2028_eval_split0_multiaccdoa_foa_20260902113350_test,as_recorded_NOT_relabelled,"{""ER"": 0.558594917787743, ""F"": 0.5134719637511126, ""LE"": 15.043828562864853, ""LR"": 0.5955575432319619, ""SELD"": 0.3832855590384794, ""epoch"": 98}","{""ER"": [0.5203422909473052, [0.4988931395829565, 0.543683091515296]], ""F"": [0.5521417901409019, [0.5274465839033995, 0.5737848588548848]], ""LE"": [14.676493174802108, [13.862544134762029, 15.51002887724724]], ""LR"": [0.6233756534727408, [0.5996643795687279, 0.644460162325765]], ""SELD"": [0.3565902301317519, [0.3407063525912801, 0.3743939493145044]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/52_paper_v1_A3_seed2027_eval_split0_multiaccdoa_foa.json,paper_v1_A3_seed2027,A3,2027,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/52_paper_v1_A3_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/52_paper_v1_A3_seed2027_eval_split0_multiaccdoa_foa_20260902104739_test,as_recorded_NOT_relabelled,"{""ER"": 0.5866965620328849, ""F"": 0.48368288225567835, ""LE"": 15.482112729534446, ""LR"": 0.5321689804448425, ""SELD"": 0.4142141091796666, ""epoch"": 75}","{""ER"": [0.5728869539108242, [0.5534066627705153, 0.5951215610811383]], ""F"": [0.4955090463707078, [0.4704540167949384, 0.5166244361826371]], ""LE"": [15.723837800608027, [14.885726745427148, 16.620111109315626]], ""LR"": [0.5449446604845947, [0.5204452709537173, 0.5661259657266444]], ""SELD"": [0.404946975375836, [0.389696993768013, 0.42278074791199755]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/50_paper_v1_A1_seed2028_eval_split0_multiaccdoa_foa.json,paper_v1_A1_seed2028,A1,2028,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/50_paper_v1_A1_seed2028_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/50_paper_v1_A1_seed2028_eval_split0_multiaccdoa_foa_20260902113209_test,as_recorded_NOT_relabelled,"{""ER"": 0.535575485799701, ""F"": 0.5405804230201673, ""LE"": 14.832165538384864, ""LR"": 0.6125279642058166, ""SELD"": 0.3662170045578527, ""epoch"": 96}","{""ER"": [0.5144122504128509, [0.4950201176896937, 0.536379359909018]], ""F"": [0.5542019919334925, [0.5293711218270576, 0.574343028083149]], ""LE"": [14.809294577709927, [14.143029838886928, 15.581470690157165]], ""LR"": [0.6220213640098603, [0.5990303343177699, 0.642092432168119]], ""SELD"": [0.35511568830863827, [0.3404627254671553, 0.37246194334605]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/42_paper_v1_C3_seed2027_eval_split0_multiaccdoa_foa.json,paper_v1_C3_seed2027,C3,2027,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/42_paper_v1_C3_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/42_paper_v1_C3_seed2027_eval_split0_multiaccdoa_foa_20260902134126_test,as_recorded_NOT_relabelled,"{""ER"": 0.639611360239163, ""F"": 0.4348929689483036, ""LE"": 16.469395117742494, ""LR"": 0.5056682577565632, ""SELD"": 0.44763669326932753, ""epoch"": 77}","{""ER"": [0.6216784266626633, [0.6008867078646344, 0.6449344102914639]], ""F"": [0.45746034438883704, [0.4324400713177697, 0.47943447193000815]], ""LE"": [15.453547622911286, [14.51892531018769, 16.446259218829855]], ""LR"": [0.4995885389391786, [0.4757471427375431, 0.5212141310830091]], ""SELD"": [0.43762064642103876, [0.4217010495112992, 0.4555524764953717]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/42_supplemental_v2_C3_lambda005_seed2028_eval_split0_multiaccdoa_foa.json,supplemental_v2_C3_lambda005_seed2028,C3,2028,validation_completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/42_supplemental_v2_C3_lambda005_seed2028_eval_split0_multiaccdoa_foa_model.h5,,as_recorded_NOT_relabelled,"{""ER"": 0.633034379671151, ""F"": 0.467031620230411, ""LE"": 15.227669671397896, ""LR"": 0.5283497463443748, ""SELD"": 0.4305627944843661, ""epoch"": 96}",{},,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/40_paper_v1_C1_seed2026_eval_split0_multiaccdoa_foa.json,paper_v1_C1_seed2026,C1,2026,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/40_paper_v1_C1_seed2026_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/40_paper_v1_C1_seed2026_eval_split0_multiaccdoa_foa_20260902122514_test,as_recorded_NOT_relabelled,"{""ER"": 0.6336322869955157, ""F"": 0.46867749419953597, ""LE"": 15.649826099002647, ""LR"": 0.5519916455318514, ""SELD"": 0.4249766563979802, ""epoch"": 89}","{""ER"": [0.6148476204774058, [0.5964671268349293, 0.6360825469714375]], ""F"": [0.4812894864733517, [0.45827257513000114, 0.5012469833572966]], ""LE"": [14.901363795740332, [14.090366622554873, 15.759217141815311]], ""LR"": [0.5398818868206623, [0.5178722901020237, 0.5595998943381807]], ""SELD"": [0.4191154004010429, [0.40477111421000067, 0.43557612373801713]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/40_pilot_v2_C1_lambda002_seed2026_eval_split0_multiaccdoa_foa.json,pilot_v2_C1_lambda002_seed2026,C1,2026,validation_completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/40_pilot_v2_C1_lambda002_seed2026_eval_split0_multiaccdoa_foa_model.h5,,as_recorded_NOT_relabelled,"{""ER"": 0.6342301943198804, ""F"": 0.46669345118521494, ""LE"": 15.713287086957601, ""LR"": 0.5394599433089662, ""SELD"": 0.4288432097994215, ""epoch"": 99}",{},,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/50_paper_v1_A1_seed2026_eval_split0_multiaccdoa_foa.json,paper_v1_A1_seed2026,A1,2026,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/50_paper_v1_A1_seed2026_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/50_paper_v1_A1_seed2026_eval_split0_multiaccdoa_foa_20260902094014_test,as_recorded_NOT_relabelled,"{""ER"": 0.5630792227204783, ""F"": 0.5168392726086602, ""LE"": 14.737312671669725, ""LR"": 0.5844272076372315, ""SELD"": 0.3859216754404101, ""epoch"": 97}","{""ER"": [0.5412100285242456, [0.5205076024380216, 0.5648202182899752]], ""F"": [0.5344465956760245, [0.5103887858647834, 0.5554669668182571]], ""LE"": [14.765731324759079, [13.876382836636845, 15.660712127103475]], ""LR"": [0.6121945752073527, [0.5883292540106954, 0.6316428195226728]], ""SELD"": [0.36915017458349364, [0.3540989504591724, 0.3867997911739067]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/41_promoted_v2_C2_lambda005_seed2028_eval_split0_multiaccdoa_foa.json,promoted_v2_C2_lambda005_seed2028,C2,2028,validation_completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/41_promoted_v2_C2_lambda005_seed2028_eval_split0_multiaccdoa_foa_model.h5,,as_recorded_NOT_relabelled,"{""ER"": 0.6260089686098654, ""F"": 0.480705097665555, ""LE"": 15.016070975995852, ""LR"": 0.5473668506638818, ""SELD"": 0.4203399092034347, ""epoch"": 92}",{},,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/52_paper_v1_A3_seed2028_eval_split0_multiaccdoa_foa.json,paper_v1_A3_seed2028,A3,2028,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/52_paper_v1_A3_seed2028_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/52_paper_v1_A3_seed2028_eval_split0_multiaccdoa_foa_20260902114746_test,as_recorded_NOT_relabelled,"{""ER"": 0.600896860986547, ""F"": 0.47395612772084356, ""LE"": 15.517800462610092, ""LR"": 0.544490892803822, ""SELD"": 0.41716496075798437, ""epoch"": 93}","{""ER"": [0.5594505329530101, [0.5392916746026072, 0.5822381821701935]], ""F"": [0.5140613123891563, [0.4885773069589635, 0.535725394975478]], ""LE"": [14.826379523883219, [14.095009750949707, 15.603978966799726]], ""LR"": [0.5600657845555804, [0.5362235470714275, 0.5812956712185474]], ""SELD"": [0.3919230527852394, [0.3763823406821064, 0.40979323889629726]]}",,,,
