host,record_type,path,run_id,variant,seed,status,checkpoint,prediction_dir,original_metric_protocol,best_validation_json,evaluation_json,n_logged_rows,last_row_json,minimum_logged_selection_metric,minimum_logged_row_json
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/44_C2_smoke_seed2026_strictcausal_v1_eval_split0_multiaccdoa_foa.json,C2_smoke_seed2026_strictcausal_v1,C2,2026,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/44_C2_smoke_seed2026_strictcausal_v1_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/44_C2_smoke_seed2026_strictcausal_v1_eval_split0_multiaccdoa_foa_20260902085238_test,as_recorded_NOT_relabelled,"{""ER"": 1.0, ""F"": 0.0, ""LE"": 180, ""LR"": 0.0, ""SELD"": 1.0, ""epoch"": 1}","{""ER"": [1.0, [1.0, 1.0]], ""F"": [0.0, [0.0, 0.0]], ""LE"": [180, [180.0, 180.0]], ""LR"": [0.0, [0.0, 0.0]], ""SELD"": [1.0, [1.0, 1.0]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/41_pilot_v2_C2_lambda002_seed2026_eval_split0_multiaccdoa_foa.json,pilot_v2_C2_lambda002_seed2026,C2,2026,validation_completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/41_pilot_v2_C2_lambda002_seed2026_eval_split0_multiaccdoa_foa_model.h5,,as_recorded_NOT_relabelled,"{""ER"": 0.6282511210762332, ""F"": 0.4738942998562989, ""LE"": 15.856180719039818, ""LR"": 0.5590034312994182, ""SELD"": 0.4208608207010176, ""epoch"": 82}",{},,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/41_paper_v1_C2_seed2026_eval_split0_multiaccdoa_foa.json,paper_v1_C2_seed2026,C2,2026,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/41_paper_v1_C2_seed2026_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/41_paper_v1_C2_seed2026_eval_split0_multiaccdoa_foa_20260902105218_test,as_recorded_NOT_relabelled,"{""ER"": 0.6458893871449926, ""F"": 0.4508943089430894, ""LE"": 16.70491139035372, ""LR"": 0.5379794060587972, ""SELD"": 0.4374551838557122, ""epoch"": 82}","{""ER"": [0.6154481309112746, [0.5963766383349235, 0.6370278977238063]], ""F"": [0.4816053511705686, [0.4589010851486144, 0.5013235003512254]], ""LE"": [15.479448753537696, [14.581954110577199, 16.438454139626376]], ""LR"": [0.5419190786029466, [0.5192087218904411, 0.5623346319575688]], ""SELD"": [0.4194801596643533, [0.4049919439146666, 0.4360011056105419]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/41_paper_v1_C2_seed2027_eval_split0_multiaccdoa_foa.json,paper_v1_C2_seed2027,C2,2027,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/41_paper_v1_C2_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/41_paper_v1_C2_seed2027_eval_split0_multiaccdoa_foa_20260902125005_test,as_recorded_NOT_relabelled,"{""ER"": 0.6430493273542601, ""F"": 0.44788525792518946, ""LE"": 16.994803827814046, ""LR"": 0.537061894108874, ""SELD"": 0.43812943803534643, ""epoch"": 87}","{""ER"": [0.635189911424711, [0.6158087670823722, 0.6575508130635832]], ""F"": [0.460322633208408, [0.4368281504028446, 0.4809835356606621]], ""LE"": [15.401051883735276, [14.676881254978408, 16.189384697280467]], ""LR"": [0.5328799880436407, [0.5094804617003363, 0.5540475564886718]], ""SELD"": [0.43188717238168683, [0.4170713006427934, 0.44880348215317223]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/42_paper_v1_C3_seed2026_eval_split0_multiaccdoa_foa.json,paper_v1_C3_seed2026,C3,2026,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/42_paper_v1_C3_seed2026_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/42_paper_v1_C3_seed2026_eval_split0_multiaccdoa_foa_20260902124526_test,as_recorded_NOT_relabelled,"{""ER"": 0.6536621823617339, ""F"": 0.43818930041152265, ""LE"": 16.451790275208115, ""LR"": 0.5208955223880597, ""SELD"": 0.44649404860610475, ""epoch"": 89}","{""ER"": [0.6265575739378472, [0.6068049187339276, 0.6491569569096668]], ""F"": [0.46525952693823913, [0.4404645463601353, 0.4864242588430019]], ""LE"": [15.255462292192924, [14.462100517830057, 16.118486438693566]], ""LR"": [0.521700089793475, [0.4979615361716697, 0.5423407040481724]], ""SELD"": [0.4310876313740234, [0.41594476034840644, 0.4487209846463559]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/35_paper_v1_C0_seed2028_eval_split0_multiaccdoa_foa.json,paper_v1_C0_seed2028,C0,2028,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/35_paper_v1_C0_seed2028_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/35_paper_v1_C0_seed2028_eval_split0_multiaccdoa_foa_20260902131803_test,as_recorded_NOT_relabelled,"{""ER"": 0.6284005979073244, ""F"": 0.4692214602662364, ""LE"": 15.338391163046975, ""LR"": 0.5473134328358209, ""SELD"": 0.4242697472611042, ""epoch"": 92}","{""ER"": [0.6127458339588651, [0.5936605242316433, 0.6346509021293789]], ""F"": [0.4847490192938916, [0.46234463526689945, 0.5039022940863421]], ""LE"": [15.214875267063169, [14.38470151702967, 16.091906651056867]], ""LR"": [0.5591751344889421, [0.5362363475080804, 0.5791155338088442]], ""SELD"": [0.4133371912482623, [0.3992698733134705, 0.4297369030649353]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/51_paper_v1_A2_seed2026_eval_split0_multiaccdoa_foa.json,paper_v1_A2_seed2026,A2,2026,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/51_paper_v1_A2_seed2026_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/51_paper_v1_A2_seed2026_eval_split0_multiaccdoa_foa_20260902094702_test,as_recorded_NOT_relabelled,"{""ER"": 0.6002989536621823, ""F"": 0.4823480083857442, ""LE"": 15.282785272034166, ""LR"": 0.5451290466955094, ""SELD"": 0.41443156530083514, ""epoch"": 99}","{""ER"": [0.5593004053445428, [0.5381487664687534, 0.5822316933409679]], ""F"": [0.5110124780169165, [0.4872814394205413, 0.5331386965662688]], ""LE"": [15.305599270844306, [14.520358965097781, 16.128292927649753]], ""LR"": [0.5683754296816619, [0.5468681101396871, 0.5889229945667163]], ""SELD"": [0.39123590117655266, [0.375403567389494, 0.40820630946289593]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/42_paper_v1_C3_seed2028_eval_split0_multiaccdoa_foa.json,paper_v1_C3_seed2028,C3,2028,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/42_paper_v1_C3_seed2028_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/42_paper_v1_C3_seed2028_eval_split0_multiaccdoa_foa_20260902143422_test,as_recorded_NOT_relabelled,"{""ER"": 0.6364723467862481, ""F"": 0.4417805348310839, ""LE"": 16.106794752636798, ""LR"": 0.5153007911628601, ""SELD"": 0.44221830346562707, ""epoch"": 87}","{""ER"": [0.6269328929590151, [0.6070870356077377, 0.6488475005342317]], ""F"": [0.45984212504698657, [0.4352005270746961, 0.48173475434913166]], ""LE"": [15.317699804299037, [14.475945981186728, 16.1951455084811]], ""LR"": [0.5056104129263914, [0.48197863491691834, 0.526664573999567]], ""SELD"": [0.43664467180793576, [0.42108978298211064, 0.4540979666483659]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/52_supplemental_v2_A3_lambda005_seed2027_eval_split0_multiaccdoa_foa.json,supplemental_v2_A3_lambda005_seed2027,A3,2027,validation_completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/52_supplemental_v2_A3_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,,as_recorded_NOT_relabelled,"{""ER"": 0.5527653213751869, ""F"": 0.5306885619055361, ""LE"": 14.667371776428999, ""LR"": 0.5994928400954654, ""SELD"": 0.376017329533031, ""epoch"": 98}",{},,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/35_paper_v1_C0_seed2026_eval_split0_multiaccdoa_foa.json,paper_v1_C0_seed2026,C0,2026,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/35_paper_v1_C0_seed2026_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/35_paper_v1_C0_seed2026_eval_split0_multiaccdoa_foa_20260902095315_test,as_recorded_NOT_relabelled,"{""ER"": 0.6430493273542601, ""F"": 0.46385397486190055, ""LE"": 16.313510817148877, ""LR"": 0.5454816582165225, ""SELD"": 0.43108607748166605, ""epoch"": 82}","{""ER"": [0.5996096682179853, [0.5790985681474032, 0.6233152990225581]], ""F"": [0.49863694676074405, [0.4749014471498698, 0.5194338461077779]], ""LE"": [15.319997833608804, [14.479785591028545, 16.243959410963207]], ""LR"": [0.5748096162460803, [0.5525819883872973, 0.5944217237724037]], ""SELD"": [0.40281855107169134, [0.3878584870762083, 0.4200820964202495]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/55_A3_smoke_seed2026_strictcausal_v1_eval_split0_multiaccdoa_foa.json,A3_smoke_seed2026_strictcausal_v1,A3,2026,completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/55_A3_smoke_seed2026_strictcausal_v1_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/results/55_A3_smoke_seed2026_strictcausal_v1_eval_split0_multiaccdoa_foa_20260902085239_test,as_recorded_NOT_relabelled,"{""ER"": 1.065217391304348, ""F"": 0.0, ""LE"": 61.56197431127047, ""LR"": 0.010869565217391304, ""SELD"": 0.8490896986207259, ""epoch"": 0}","{""ER"": [1.072361507281189, [1.0596397264618407, 1.0835500501968554]], ""F"": [0.00024475310530502355, [-9.537359702414884e-05, 0.0005813217123487145]], ""LE"": [94.53940492046821, [86.3648017573328, 104.89152826493941]], ""LR"": [0.011935144873142171, [0.009061881547621598, 0.015221299941423572]], ""SELD"": [0.8963501313818912, [0.8849781155165637, 0.910260837944715]]}",,,,
rabbit02,manifest,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/40_pilot_v2_C1_lambda005_seed2026_eval_split0_multiaccdoa_foa.json,pilot_v2_C1_lambda005_seed2026,C1,2026,validation_completed,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/40_pilot_v2_C1_lambda005_seed2026_eval_split0_multiaccdoa_foa_model.h5,,as_recorded_NOT_relabelled,"{""ER"": 0.6210762331838565, ""F"": 0.4771088242443886, ""LE"": 15.17429117543716, ""LR"": 0.5432577565632458, ""SELD"": 0.4212528175043849, ""epoch"": 97}",{},,,,
rabbit02,training_curve,/work/zhanghc/Myllm/SELD/EINV2/C0_CausalEINV2_seed2026/out_train/ein_seld/C0_CausalEINV2_seed2026/checkpoints/metrics_statistics.csv,,,,LOGGED_METRICS_ONLY,,,as_recorded_NOT_relabelled,,,90,"{""epoch"": ""90"", ""ER20"": ""1.0658755514985547"", ""F20"": ""0.005806357961968245"", ""LE20"": ""70.7580474960495"", ""LR20"": ""0.6558281318043256"", ""seld20"": ""0.6993353313998005"", ""ER19"": ""0.5261695229272811"", ""F19"": ""0.6594498405872321"", ""LE19"": ""62.8328453402603"", ""LR19"": ""0.7052666666666667"", ""seld19"": ""0.3776310946687071""}",seld20,"{""epoch"": ""27"", ""ER20"": ""1.024950555301993"", ""F20"": ""0.007133798351299825"", ""LE20"": ""70.52128692525208"", ""LR20"": ""0.6506024096385542"", ""seld20"": ""0.6897498186686626"", ""ER19"": ""0.4864906592558283"", ""F19"": ""0.6535069978157105"", ""LE19"": ""63.89839475965166"", ""LR19"": ""0.6668"", ""seld19"": ""0.3802936858595457""}"
rabbit02,evaluation_table,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_eval/ein_seld/Completion_20260904_E0_OfflineEINV2_seed2027_evaluation/results.csv,,,,LOGGED_METRICS_ONLY,,,as_recorded_NOT_relabelled,,,1,"{"""": ""0"", ""ER20"": ""0.3480767771792732"", ""F20"": ""0.7297827340895982"", ""LE20"": ""10.835278461870294"", ""LR20"": ""0.8060757546625649"", ""seld20"": ""0.2181035699704863"", ""ER19"": ""0.2770472895040369"", ""F19"": ""0.8077524226320724"", ""LE19"": ""10.017395834936421"", ""LR19"": ""0.8000166666666667"", ""seld19"": ""0.1812325998220695""}",seld20,"{"""": ""0"", ""ER20"": ""0.3480767771792732"", ""F20"": ""0.7297827340895982"", ""LE20"": ""10.835278461870294"", ""LR20"": ""0.8060757546625649"", ""seld20"": ""0.2181035699704863"", ""ER19"": ""0.2770472895040369"", ""F19"": ""0.8077524226320724"", ""LE19"": ""10.017395834936421"", ""LR19"": ""0.8000166666666667"", ""seld19"": ""0.1812325998220695""}"
rabbit02,evaluation_table,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_eval/ein_seld/Completion_20260904_E0_OfflineEINV2_seed2027_validation/results.csv,,,,LOGGED_METRICS_ONLY,,,as_recorded_NOT_relabelled,,,1,"{"""": ""0"", ""ER20"": ""0.4083371367716416"", ""F20"": ""0.6880036840893391"", ""LE20"": ""10.501785617334015"", ""LR20"": ""0.7586153964233631"", ""seld20"": ""0.25501532742214317"", ""ER19"": ""0.3441408059286707"", ""F19"": ""0.7602686240824612"", ""LE19"": ""8.735577894274465"", ""LR19"": ""0.7687833333333334"", ""seld19"": ""0.21590495920360023""}",seld20,"{"""": ""0"", ""ER20"": ""0.4083371367716416"", ""F20"": ""0.6880036840893391"", ""LE20"": ""10.501785617334015"", ""LR20"": ""0.7586153964233631"", ""seld20"": ""0.25501532742214317"", ""ER19"": ""0.3441408059286707"", ""F19"": ""0.7602686240824612"", ""LE19"": ""8.735577894274465"", ""LR19"": ""0.7687833333333334"", ""seld19"": ""0.21590495920360023""}"
rabbit02,evaluation_table,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_eval/ein_seld/Completion_20260904_E0_OfflineEINV2_seed2028_evaluation/results.csv,,,,LOGGED_METRICS_ONLY,,,as_recorded_NOT_relabelled,,,1,"{"""": ""0"", ""ER20"": ""0.35020104696153553"", ""F20"": ""0.7372358476014189"", ""LE20"": ""10.279316798851491"", ""LR20"": ""0.8037945395650161"", ""seld20"": ""0.21656949383606885"", ""ER19"": ""0.28765859284890427"", ""F19"": ""0.8063783106096222"", ""LE19"": ""9.824639253701813"", ""LR19"": ""0.7854666666666666"", ""seld19"": ""0.18759873618996192""}",seld20,"{"""": ""0"", ""ER20"": ""0.35020104696153553"", ""F20"": ""0.7372358476014189"", ""LE20"": ""10.279316798851491"", ""LR20"": ""0.8037945395650161"", ""seld20"": ""0.21656949383606885"", ""ER19"": ""0.28765859284890427"", ""F19"": ""0.8063783106096222"", ""LE19"": ""9.824639253701813"", ""LR19"": ""0.7854666666666666"", ""seld19"": ""0.18759873618996192""}"
rabbit02,evaluation_table,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_eval/ein_seld/Completion_20260904_E0_OfflineEINV2_seed2028_validation/results.csv,,,,LOGGED_METRICS_ONLY,,,as_recorded_NOT_relabelled,,,1,"{"""": ""0"", ""ER20"": ""0.3929712460063898"", ""F20"": ""0.6997457431235071"", ""LE20"": ""10.131926750210823"", ""LR20"": ""0.7675475768549194"", ""seld20"": ""0.24549160199339473"", ""ER19"": ""0.3314806237455612"", ""F19"": ""0.7693031276945989"", ""LE19"": ""8.990482438727053"", ""LR19"": ""0.7784666666666666"", ""seld19"": ""0.2084144885109726""}",seld20,"{"""": ""0"", ""ER20"": ""0.3929712460063898"", ""F20"": ""0.6997457431235071"", ""LE20"": ""10.131926750210823"", ""LR20"": ""0.7675475768549194"", ""seld20"": ""0.24549160199339473"", ""ER19"": ""0.3314806237455612"", ""F19"": ""0.7693031276945989"", ""LE19"": ""8.990482438727053"", ""LR19"": ""0.7784666666666666"", ""seld19"": ""0.2084144885109726""}"
rabbit02,evaluation_table,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_eval/ein_seld/Completion_20260904_EINV2_C0_bestfix_seed2026_evaluation/results.csv,,,,LOGGED_METRICS_ONLY,,,as_recorded_NOT_relabelled,,,1,"{"""": ""0"", ""ER20"": ""0.6132311660723769"", ""F20"": ""0.5702675006183963"", ""LE20"": ""14.503934680686598"", ""LR20"": ""0.6680801441747056"", ""seld20"": ""0.36386523404299465"", ""ER19"": ""0.5275663206459055"", ""F19"": ""0.6690961573155331"", ""LE19"": ""11.80315614777967"", ""LR19"": ""0.721525"", ""seld19"": ""0.30062956326006485""}",seld20,"{"""": ""0"", ""ER20"": ""0.6132311660723769"", ""F20"": ""0.5702675006183963"", ""LE20"": ""14.503934680686598"", ""LR20"": ""0.6680801441747056"", ""seld20"": ""0.36386523404299465"", ""ER19"": ""0.5275663206459055"", ""F19"": ""0.6690961573155331"", ""LE19"": ""11.80315614777967"", ""LR19"": ""0.721525"", ""seld19"": ""0.30062956326006485""}"
rabbit02,evaluation_table,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_eval/ein_seld/Completion_20260904_EINV2_C0_bestfix_seed2026_validation/results.csv,,,,LOGGED_METRICS_ONLY,,,as_recorded_NOT_relabelled,,,1,"{"""": ""0"", ""ER20"": ""0.6263502205994219"", ""F20"": ""0.5423172905525845"", ""LE20"": ""16.64318104917051"", ""LR20"": ""0.6562566844919785"", ""seld20"": ""0.3800595906236738"", ""ER19"": ""0.5301837270341208"", ""F19"": ""0.6573324582512943"", ""LE19"": ""12.219083195031182"", ""LR19"": ""0.7311"", ""seld19"": ""0.3024087660776944""}",seld20,"{"""": ""0"", ""ER20"": ""0.6263502205994219"", ""F20"": ""0.5423172905525845"", ""LE20"": ""16.64318104917051"", ""LR20"": ""0.6562566844919785"", ""seld20"": ""0.3800595906236738"", ""ER19"": ""0.5301837270341208"", ""F19"": ""0.6573324582512943"", ""LE19"": ""12.219083195031182"", ""LR19"": ""0.7311"", ""seld19"": ""0.3024087660776944""}"
rabbit02,evaluation_table,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_eval/ein_seld/Completion_20260904_EINV2_C0_bestfix_seed2027_evaluation/results.csv,,,,LOGGED_METRICS_ONLY,,,as_recorded_NOT_relabelled,,,1,"{"""": ""0"", ""ER20"": ""0.6085274258402246"", ""F20"": ""0.5890819729682288"", ""LE20"": ""12.443813773859933"", ""LR20"": ""0.6554326838687028"", ""seld20"": ""0.35828626693673976"", ""ER19"": ""0.5536332179930796"", ""F19"": ""0.6561963365769891"", ""LE19"": ""10.874225771991613"", ""LR19"": ""0.7222416666666667"", ""seld19"": ""0.30890189503734433""}",seld20,"{"""": ""0"", ""ER20"": ""0.6085274258402246"", ""F20"": ""0.5890819729682288"", ""LE20"": ""12.443813773859933"", ""LR20"": ""0.6554326838687028"", ""seld20"": ""0.35828626693673976"", ""ER19"": ""0.5536332179930796"", ""F19"": ""0.6561963365769891"", ""LE19"": ""10.874225771991613"", ""LR19"": ""0.7222416666666667"", ""seld19"": ""0.30890189503734433""}"
rabbit02,evaluation_table,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_eval/ein_seld/Completion_20260904_EINV2_C0_bestfix_seed2027_validation/results.csv,,,,LOGGED_METRICS_ONLY,,,as_recorded_NOT_relabelled,,,1,"{"""": ""0"", ""ER20"": ""0.5893808002434201"", ""F20"": ""0.5830099180681327"", ""LE20"": ""12.234117937366563"", ""LR20"": ""0.6488428920511714"", ""seld20"": ""0.3563738279995937"", ""ER19"": ""0.535741855797437"", ""F19"": ""0.6511252840700827"", ""LE19"": ""10.946238332246658"", ""LR19"": ""0.73685"", ""seld19"": ""0.3021447517266256""}",seld20,"{"""": ""0"", ""ER20"": ""0.5893808002434201"", ""F20"": ""0.5830099180681327"", ""LE20"": ""12.234117937366563"", ""LR20"": ""0.6488428920511714"", ""seld20"": ""0.3563738279995937"", ""ER19"": ""0.535741855797437"", ""F19"": ""0.6511252840700827"", ""LE19"": ""10.946238332246658"", ""LR19"": ""0.73685"", ""seld19"": ""0.3021447517266256""}"
rabbit02,evaluation_table,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_eval/ein_seld/Completion_20260904_EINV2_C0_bestfix_seed2028_evaluation/results.csv,,,,LOGGED_METRICS_ONLY,,,as_recorded_NOT_relabelled,,,1,"{"""": ""0"", ""ER20"": ""0.5428267961459676"", ""F20"": ""0.6039348611008768"", ""LE20"": ""13.936269940416631"", ""LR20"": ""0.7019379559354505"", ""seld20"": ""0.328594425250211"", ""ER19"": ""0.46028450595924647"", ""F19"": ""0.7016368767638756"", ""LE19"": ""11.637122023948312"", ""LR19"": ""0.7310583333333334"", ""seld19"": ""0.2730599934432153""}",seld20,"{"""": ""0"", ""ER20"": ""0.5428267961459676"", ""F20"": ""0.6039348611008768"", ""LE20"": ""13.936269940416631"", ""LR20"": ""0.7019379559354505"", ""seld20"": ""0.328594425250211"", ""ER19"": ""0.46028450595924647"", ""F19"": ""0.7016368767638756"", ""LE19"": ""11.637122023948312"", ""LR19"": ""0.7310583333333334"", ""seld19"": ""0.2730599934432153""}"
rabbit02,evaluation_table,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_eval/ein_seld/Completion_20260904_EINV2_C0_bestfix_seed2028_validation/results.csv,,,,LOGGED_METRICS_ONLY,,,as_recorded_NOT_relabelled,,,1,"{"""": ""0"", ""ER20"": ""0.5770576601247528"", ""F20"": ""0.5573867854491461"", ""LE20"": ""15.34940535263028"", ""LR20"": ""0.6775055679287304"", ""seld20"": ""0.3568599452320389"", ""ER19"": ""0.4798517832329782"", ""F19"": ""0.6771940479805647"", ""LE19"": ""12.36957460775712"", ""LR19"": ""0.7171666666666666"", ""seld19"": ""0.28855273187943276""}",seld20,"{"""": ""0"", ""ER20"": ""0.5770576601247528"", ""F20"": ""0.5573867854491461"", ""LE20"": ""15.34940535263028"", ""LR20"": ""0.6775055679287304"", ""seld20"": ""0.3568599452320389"", ""ER19"": ""0.4798517832329782"", ""F19"": ""0.6771940479805647"", ""LE19"": ""12.36957460775712"", ""LR19"": ""0.7171666666666666"", ""seld19"": ""0.28855273187943276""}"
rabbit02,evaluation_table,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_eval/ein_seld/Completion_20260904_EvalAlias_Pilot_E0_best_seed2026_validation/results.csv,,,,LOGGED_METRICS_ONLY,,,as_recorded_NOT_relabelled,,,1,"{"""": ""0"", ""ER20"": ""0.3817130686140271"", ""F20"": ""0.7108610190395435"", ""LE20"": ""9.871360331870319"", ""LR20"": ""0.7728358899252292"", ""seld20"": ""0.23821426259546682"", ""ER19"": ""0.3243785703257681"", ""F19"": ""0.774451410658307"", ""LE19"": ""9.17548338726354"", ""LR19"": ""0.7860166666666667"", ""seld19"": ""0.2037213501769535""}",seld20,"{"""": ""0"", ""ER20"": ""0.3817130686140271"", ""F20"": ""0.7108610190395435"", ""LE20"": ""9.871360331870319"", ""LR20"": ""0.7728358899252292"", ""seld20"": ""0.23821426259546682"", ""ER19"": ""0.3243785703257681"", ""F19"": ""0.774451410658307"", ""LE19"": ""9.17548338726354"", ""LR19"": ""0.7860166666666667"", ""seld19"": ""0.2037213501769535""}"
rabbit02,evaluation_table,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_eval/ein_seld/Eval_Pilot_C0_best_seed2026/results.csv,,,,LOGGED_METRICS_ONLY,,,as_recorded_NOT_relabelled,,,1,"{"""": ""0"", ""ER20"": ""0.6074652909490934"", ""F20"": ""0.5783592644978782"", ""LE20"": ""14.248039303233568"", ""LR20"": ""0.6725601131541725"", ""seld20"": ""0.3589254218009739"", ""ER19"": ""0.5275663206459055"", ""F19"": ""0.6736659811667929"", ""LE19"": ""11.982540827091833"", ""LR19"": ""0.7243916666666667"", ""seld19"": ""0.2990195860185168""}",seld20,"{"""": ""0"", ""ER20"": ""0.6074652909490934"", ""F20"": ""0.5783592644978782"", ""LE20"": ""14.248039303233568"", ""LR20"": ""0.6725601131541725"", ""seld20"": ""0.3589254218009739"", ""ER19"": ""0.5275663206459055"", ""F19"": ""0.6736659811667929"", ""LE19"": ""11.982540827091833"", ""LR19"": ""0.7243916666666667"", ""seld19"": ""0.2990195860185168""}"
rabbit02,evaluation_table,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_eval/ein_seld/Eval_Pilot_E0_best_seed2026/results.csv,,,,LOGGED_METRICS_ONLY,,,as_recorded_NOT_relabelled,,,1,"{"""": ""0"", ""ER20"": ""0.34375237083681054"", ""F20"": ""0.7451283040710012"", ""LE20"": ""9.906898718279168"", ""LR20"": ""0.8032413660042445"", ""seld20"": ""0.21260525674355674"", ""ER19"": ""0.29096501345636294"", ""F19"": ""0.8045940966641839"", ""LE19"": ""9.889190769101818"", ""LR19"": ""0.7864083333333334"", ""seld19"": ""0.1887256330440195""}",seld20,"{"""": ""0"", ""ER20"": ""0.34375237083681054"", ""F20"": ""0.7451283040710012"", ""LE20"": ""9.906898718279168"", ""LR20"": ""0.8032413660042445"", ""seld20"": ""0.21260525674355674"", ""ER19"": ""0.29096501345636294"", ""F19"": ""0.8045940966641839"", ""LE19"": ""9.889190769101818"", ""LR19"": ""0.7864083333333334"", ""seld19"": ""0.1887256330440195""}"
