family,context,variant,weight,seed,split,profile,baseline,delta_ER20,delta_F20,delta_LE_CD,delta_LF_CD,delta_SELD_LF,delta_LR_CD,delta_SELD_LR
EINV2,causal,C1,0.2,2028,evaluation,dcase2023_micro,C0.1,0.13394386121658852,-0.042277547655574566,-1.077966568316656,,,-0.028225012157771734,0.049614429468154975
EINV2,causal,C1,0.2,2028,evaluation,dcase2023_macro,C0.1,0.13394386121658852,-0.0420301403590998,-1.3134968864811576,,,-0.04109214711563103,0.05244223594160602
EINV2,causal,C2,0.2,2028,evaluation,dcase2020_source,C0.1,0.04870647143615814,-0.03890326754377116,1.0959142225147236,-0.03449210327465213,0.032047563650471345,,
EINV2,causal,C2,0.2,2028,evaluation,dcase2020_web_lr,C0.1,0.04870647143615814,-0.03890326754377116,1.0959142225147236,,,-0.0295121766178591,0.030802581986273114
EINV2,causal,C2,0.2,2028,evaluation,dcase2023_micro,C0.1,0.06053160598615137,-0.04082843132374658,1.058212484909463,,,-0.02645723635224273,0.03342405797790943
EINV2,causal,C2,0.2,2028,evaluation,dcase2023_macro,C0.1,0.06053160598615137,-0.04250036273491209,0.7375618635689172,,,-0.033037749806247074,0.03504182110900678
Multi-ACCDOA,causal,C1_lambda005,0.05,2028,evaluation,dcase2020_source,C0,-0.006448676124724995,0.003052608162607051,-0.006516387991348793,0.0073272293794816035,-0.004216178955580296,,
Multi-ACCDOA,causal,C1_lambda005,0.05,2028,evaluation,dcase2020_web_lr,C0,-0.006448676124724995,0.003052608162607051,-0.006516387991348793,,,0.0006069342235035524,-0.002536105166585756
Multi-ACCDOA,causal,C1_lambda005,0.05,2028,evaluation,dcase2023_micro,C0,-0.009455736728464004,0.002996820965992686,-0.03519055672189708,,,0.000527428759308668,-0.00329387238666623
Multi-ACCDOA,causal,C1_lambda005,0.05,2028,evaluation,dcase2023_macro,C0,-0.009455736728464004,-0.015146820017466922,-11.734322479315672,,,-0.012031978147356903,-0.011866904751070662
Multi-ACCDOA,causal,C2_lambda005,0.05,2028,evaluation,dcase2020_source,C0,-7.58667779379163e-05,0.003272447395681388,-0.3942194612004428,-0.0026990101611998885,-0.0007098530325500008,,
Multi-ACCDOA,causal,C2_lambda005,0.05,2028,evaluation,dcase2020_web_lr,C0,-7.58667779379163e-05,0.003272447395681388,-0.3942194612004428,,,0.00174493589257263,-0.0018208395459931026
Multi-ACCDOA,causal,C2_lambda005,0.05,2028,evaluation,dcase2023_micro,C0,0.005881914972824087,0.0035397601992092076,-0.41656926761518065,,,0.0013451622648776862,-0.0003293203000589995
Multi-ACCDOA,causal,C2_lambda005,0.05,2028,evaluation,dcase2023_macro,C0,0.005881914972824087,-0.010672777390873744,-0.12515798817906187,,,-0.013595739797686412,0.007363777501208479
EINV2,causal,C3,0.2,2028,evaluation,dcase2020_source,C0.1,0.05864501934602839,-0.023839939072543004,-0.5848107422685214,-0.04597678118613757,0.03130319775913759,,
EINV2,causal,C3,0.2,2028,evaluation,dcase2020_web_lr,C0.1,0.05864501934602839,-0.023839939072543004,-0.5848107422685214,,,-0.025415370609210286,0.026162845114905797
EINV2,causal,C3,0.2,2028,evaluation,dcase2023_micro,C0.1,0.06909388727570542,-0.026845779511567636,-0.5867075638085577,,,-0.024398928857857216,0.029269777294881782
EINV2,causal,C3,0.2,2028,evaluation,dcase2023_macro,C0.1,0.06909388727570542,-0.025510606509795974,-0.6350585892731981,,,-0.02693684396988283,0.02950330862041095
Multi-ACCDOA,causal,C3_lambda005,0.05,2028,evaluation,dcase2020_source,C0,-0.002503603671952015,-0.0015600117820204762,-0.806578338448162,-0.014607115270605764,0.002295633152879395,,
Multi-ACCDOA,causal,C3_lambda005,0.05,2028,evaluation,dcase2020_web_lr,C0,-0.002503603671952015,-0.0015600117820204762,-0.806578338448162,,,-0.026553372278279364,0.00528219740479785
Multi-ACCDOA,causal,C3_lambda005,0.05,2028,evaluation,dcase2023_micro,C0,-0.00014890923981836224,-0.0009301797426491953,-0.8475652986123219,,,-0.02639087395794404,0.005615862089343282
Multi-ACCDOA,causal,C3_lambda005,0.05,2028,evaluation,dcase2023_macro,C0,-0.00014890923981836224,-0.0288577879385305,-0.4343169622390093,,,-0.04169474904901804,0.016997688933822752
EINV2,noncausal,E1,0.2,2028,evaluation,dcase2020_source,E0,-0.022835900159320244,0.015392690815680954,-0.40244542099292424,0.013151349131305778,-0.013403937000178029,,
EINV2,noncausal,E1,0.2,2028,evaluation,dcase2020_web_lr,E0,-0.022835900159320244,0.015392690815680954,-0.40244542099292424,,,0.01395948714058115,-0.013605971502496872
EINV2,noncausal,E1,0.2,2028,evaluation,dcase2023_micro,E0,-0.019283746556473857,0.014926462322568224,-0.3827028303149138,,,0.014074979752711436,-0.012602828866709076
EINV2,noncausal,E1,0.2,2028,evaluation,dcase2023_macro,E0,-0.019283746556473857,0.015669735803557572,-0.40545731827239173,,,0.008629426541210794,-0.011458862389577745
EINV2,noncausal,E2,0.2,2028,evaluation,dcase2020_source,E0,0.015021622031712312,-0.02560992930546535,2.828180275335006,0.013090445081464064,0.010813304724115902,,
EINV2,noncausal,E2,0.2,2028,evaluation,dcase2020_web_lr,E0,0.015021622031712312,-0.02560992930546535,2.828180275335006,,,0.006524542902662911,0.01245478026881619
EINV2,noncausal,E2,0.2,2028,evaluation,dcase2023_micro,E0,0.017422381058744663,-0.028135248354469122,2.8779568427772197,,,0.0032843017261056096,0.014565494203412077
EINV2,noncausal,E2,0.2,2028,evaluation,dcase2023_macro,E0,0.017422381058744663,-0.024078850536435326,2.6420949979292594,,,0.00271114011095841,0.013367099257068277
EINV2,noncausal,E3,0.2,2028,evaluation,dcase2020_source,E0,0.023898035050451405,-0.034018284585970116,2.89924903970039,0.003964782075127848,0.01751461916768507,,
EINV2,noncausal,E3,0.2,2028,evaluation,dcase2020_web_lr,E0,0.023898035050451405,-0.034018284585970116,2.89924903970039,,,0.0006828010014414687,0.018335114436106664
EINV2,noncausal,E3,0.2,2028,evaluation,dcase2023_micro,E0,0.029409574864120325,-0.034371112734355336,2.9326968002856404,,,-0.00227141985948065,0.020586216864885792
EINV2,noncausal,E3,0.2,2028,evaluation,dcase2023_macro,E0,0.029409574864120325,-0.03298361713732412,2.6360146456993014,,,-0.004352557669190293,0.02034756887001893
Multi-ACCDOA,noncausal,A3_lambda005,0.05,2028,validation,dcase2020_source,A0,0.005324813631522929,0.003740610065256167,-0.300585817999087,-0.007757007043820541,0.0019178223497453573,,
Multi-ACCDOA,noncausal,A3_lambda005,0.05,2028,validation,dcase2020_web_lr,A0,0.005324813631522929,0.003740610065256167,-0.300585817999087,,,-0.01734367868553177,0.004314490260173165
Multi-ACCDOA,noncausal,A3_lambda005,0.05,2028,validation,dcase2023_micro,A0,0.004926843833980232,0.0030112821097878495,-0.3301663556922261,,,-0.017100001543537635,0.004295326434026636
Multi-ACCDOA,noncausal,A3_lambda005,0.05,2028,validation,dcase2023_macro,A0,0.004926843833980232,-0.029948004959181762,12.013909301640927,,,-0.05528219655924671,0.039225246479270226
EINV2,causal,C1,0.2,2028,validation,dcase2020_source,C0.1,0.019017191541153222,0.023221443531175834,-3.051373876075848,-0.033641524994920124,0.0031212989788967915,,
EINV2,causal,C1,0.2,2028,validation,dcase2020_web_lr,C0.1,0.019017191541153222,0.023221443531175834,-3.051373876075848,,,-0.00973680206907035,-0.0028548817525657078
EINV2,causal,C1,0.2,2028,validation,dcase2023_micro,C0.1,0.039265452373842935,0.016695664683636147,-3.016908993383433,,,-0.008856856550777503,0.003666509680546881
EINV2,causal,C1,0.2,2028,validation,dcase2023_macro,C0.1,0.039265452373842935,0.013285212360830578,-3.653939270356311,,,-0.023352535034621424,0.007258278108635774
EINV2,causal,C2,0.2,2028,validation,dcase2020_source,C0.1,0.01886505400882399,-0.005693183500950605,1.0725605686975666,-0.014085894103920693,0.011150700359948196,,
EINV2,causal,C2,0.2,2028,validation,dcase2020_web_lr,C0.1,0.01886505400882399,-0.005693183500950605,1.0725605686975666,,,-0.010345352198387281,0.010215564883564787
EINV2,causal,C2,0.2,2028,validation,dcase2023_micro,C0.1,0.029859659599880573,-0.009932685567879962,1.1475965730448632,,,-0.008558838371668598,0.013681680014086262
EINV2,causal,C2,0.2,2028,validation,dcase2023_macro,C0.1,0.029859659599880573,-0.007847963594809548,0.1112953117248292,,,-0.019486888701852,0.014453204795975616
Multi-ACCDOA,causal,C1_lambda005,0.05,2028,validation,dcase2020_source,C0,-0.0030427506465844356,0.0015306808740719324,0.5581661854286679,0.006176001266006592,-0.0019121273835703279,,
Multi-ACCDOA,causal,C1_lambda005,0.05,2028,validation,dcase2020_web_lr,C0,-0.0030427506465844356,0.0015306808740719324,0.5581661854286679,,,0.008976114407424296,-0.0026121556689248093
Multi-ACCDOA,causal,C1_lambda005,0.05,2028,validation,dcase2023_micro,C0,-0.0028366676619886455,0.001687687311237862,0.5617956763388072,,,0.008795468097793635,-0.002549683995062224
Multi-ACCDOA,causal,C1_lambda005,0.05,2028,validation,dcase2023_macro,C0,-0.0028366676619886455,-0.0012073711324885883,-12.183585940228703,,,-0.008728407616204192,-0.015146869367530569
EINV2,causal,C3,0.2,2028,validation,dcase2020_source,C0.1,0.012475277650996541,0.014891879282348697,-1.258367630907184,-0.019595553414942568,0.0025470051251932357,,
EINV2,causal,C3,0.2,2028,validation,dcase2020_web_lr,C0.1,0.012475277650996541,0.014891879282348697,-1.258367630907184,,,-0.0045641259698767644,-0.0012108517360732707
EINV2,causal,C3,0.2,2028,validation,dcase2023_micro,C0.1,0.02045386682591821,0.01094675000580303,-1.2050044669821585,,,-0.0023542845624398012,0.0012917330303857666
EINV2,causal,C3,0.2,2028,validation,dcase2023_macro,C0.1,0.02045386682591821,0.004503783351815227,-1.802130852103522,,,-0.02467227846985587,0.0076526309691793415
Multi-ACCDOA,causal,C2_lambda005,0.05,2028,validation,dcase2020_source,C0,-0.001217100258633752,0.011255739209086513,-0.36460378510472147,-0.009967186624961322,-0.0011328073566685415,,
Multi-ACCDOA,causal,C2_lambda005,0.05,2028,validation,dcase2020_web_lr,C0,-0.001217100258633752,0.011255739209086513,-0.36460378510472147,,,-0.00030427506465846577,-0.0035485352467442555
Multi-ACCDOA,causal,C2_lambda005,0.05,2028,validation,dcase2023_micro,C0,-0.0008957897879964261,0.011090569477580692,-0.3260107283015916,,,-0.00016307240859281258,-0.0034086143924427215
Multi-ACCDOA,causal,C2_lambda005,0.05,2028,validation,dcase2023_macro,C0,-0.0008957897879964261,0.004187764615937506,-0.28870205974640584,,,-0.002970260796884283,-0.000929298484743657
Multi-ACCDOA,causal,C3_lambda005,0.05,2028,validation,dcase2020_source,C0,0.006541913890156681,-0.0024458976376240393,-0.17366484051085074,-0.01358934984766269,0.005403089176484632,,
Multi-ACCDOA,causal,C3_lambda005,0.05,2028,validation,dcase2020_web_lr,C0,0.006541913890156681,-0.0024458976376240393,-0.17366484051085074,,,-0.01947360413814092,0.00687415274910419
Multi-ACCDOA,causal,C3_lambda005,0.05,2028,validation,dcase2023_micro,C0,0.005076142131979711,-0.0021823399787987974,-0.11776878496415222,,,-0.018941015776700154,0.006386306714974921
Multi-ACCDOA,causal,C3_lambda005,0.05,2028,validation,dcase2023_macro,C0,0.005076142131979711,-0.01836824772429063,-0.33159905899626096,,,-0.03055098592542954,0.013038289696818972
EINV2,noncausal,E1,0.2,2028,validation,dcase2020_source,E0,-0.012018865054008843,0.006290799934082769,-0.17701863961871567,0.0044823360276646795,-0.005943859475631724,,
EINV2,noncausal,E1,0.2,2028,validation,dcase2020_web_lr,E0,-0.012018865054008843,0.006290799934082769,-0.17701863961871567,,,0.003955575840559833,-0.005812169428855513
EINV2,noncausal,E1,0.2,2028,validation,dcase2023_micro,E0,-0.004478948939982075,0.004010397326401849,-0.1917950792755594,,,0.002232851724473961,-0.0029469315522638317
EINV2,noncausal,E1,0.2,2028,validation,dcase2023_macro,E0,-0.004478948939982075,0.002277588968455424,-0.05457112036343936,,,0.0013049156403255324,-0.002091156609917766
EINV2,noncausal,E2,0.2,2028,validation,dcase2020_source,E0,0.034383082306404966,-0.03594469921807286,2.6128653973455283,-0.00119817556538937,0.021510468991002257,,
EINV2,noncausal,E2,0.2,2028,validation,dcase2020_web_lr,E0,0.034383082306404966,-0.03594469921807286,2.6128653973455283,,,0.0016735128556214507,0.02079254688574958
EINV2,noncausal,E2,0.2,2028,validation,dcase2023_micro,E0,0.03956404896984178,-0.03520549568573772,2.597761596998673,,,0.0005598674592256492,0.022160421517142204
EINV2,noncausal,E2,0.2,2028,validation,dcase2023_macro,E0,0.03956404896984178,-0.02815807241232593,2.671406259862062,,,0.0065406271236228,0.019005660036666816
EINV2,noncausal,E3,0.2,2028,validation,dcase2020_source,E0,0.03240529438612505,-0.039164059955190345,2.0784994013074964,-0.005480745171751122,0.02214932960230484,,
EINV2,noncausal,E3,0.2,2028,validation,dcase2020_web_lr,E0,0.03240529438612505,-0.039164059955190345,2.0784994013074964,,,-0.008367564278107364,0.0228710343788939
EINV2,noncausal,E3,0.2,2028,validation,dcase2023_micro,E0,0.04419229620782328,-0.03853753330252763,2.028437573162579,,,-0.008562286593350343,0.025640303433095535
EINV2,noncausal,E3,0.2,2028,validation,dcase2023_macro,E0,0.04419229620782328,-0.04403367691707172,1.9187593791320499,,,-0.012693589733064115,0.0278948342966176
