family,context,variant,weight,split,profile,n,seeds,ER20_mean,ER20_sample_sd,F20_mean,F20_sample_sd,LE_CD_mean,LE_CD_sample_sd,LF_CD_mean,LF_CD_sample_sd,SELD_LF_mean,SELD_LF_sample_sd,LR_CD_mean,LR_CD_sample_sd,SELD_LR_mean,SELD_LR_sample_sd
EINV2,causal,C1,0.2,evaluation,dcase2023_macro,3,"2026,2027,2028",0.6685280321643958,0.04065719944344826,0.5620491189796214,0.011373696543975608,13.215895812163765,1.2352078474884125,,,,,0.6766322878786485,0.01721119594983363,0.375817067176759,0.014998660450931154
EINV2,causal,C1,0.2,evaluation,dcase2023_micro,3,"2026,2027,2028",0.6685280321643958,0.04065719944344826,0.5564557767303389,0.005664671234994065,14.511346350637837,1.4758085402047698,,,,,0.6978543138397412,0.01634423419293454,0.3737091331077982,0.011706496683315186
EINV2,causal,C1,0.2,validation,dcase2020_source,3,"2026,2027,2028",0.6070287539936102,0.016532667408157654,0.5556788614896334,0.02235935738043712,15.223055776203234,2.575397925105471,0.653665660382001,0.011022617777060525,0.3705641910529984,0.011681281640236161,,,,
EINV2,causal,C1,0.2,validation,dcase2020_web_lr,3,"2026,2027,2028",0.6070287539936102,0.016532667408157654,0.5556788614896334,0.02235935738043712,15.223055776203234,2.575397925105471,,,,,0.6890815964298392,0.005362353454905263,0.36171020704103884,0.012104867521017098
EINV2,causal,C1,0.2,validation,dcase2023_macro,3,"2026,2027,2028",0.6639792973026774,0.008004301196576042,0.5252392758812725,0.012006370119491162,14.256322104368877,2.478891529775903,,,,,0.6608248797727432,0.008515673138759406,0.38927923277934434,0.0063181267103628955
EINV2,causal,C1,0.2,validation,dcase2023_micro,3,"2026,2027,2028",0.6639792973026774,0.008004301196576042,0.5392176281183985,0.020201801041661794,15.23291198479973,2.547002754172633,,,,,0.6788710583444326,0.005285583803256598,0.3826294749110723,0.009667969521371703
EINV2,causal,C2,0.2,evaluation,dcase2020_source,3,"2026,2027,2028",0.5879928179450219,0.00395842381142593,0.5758572181187424,0.01067739046174468,14.421410723640143,1.384688164564504,0.6684318955498995,0.014112067425176497,0.3559556631852619,0.004202988547504718,,,,
EINV2,causal,C2,0.2,evaluation,dcase2020_web_lr,3,"2026,2027,2028",0.5879928179450219,0.00395842381142593,0.5758572181187424,0.01067739046174468,14.421410723640143,1.384688164564504,,,,,0.7019700073337886,0.015330784353199057,0.34757113523928956,0.00581492283671402
EINV2,causal,C2,0.2,evaluation,dcase2023_macro,3,"2026,2027,2028",0.638572456754275,0.002153185042239936,0.5654404969710939,0.014309104407894763,13.180219188701354,1.3650492710921431,,,,,0.6755028524182796,0.020614310435682837,0.36771313682553286,0.00746877855385697
EINV2,causal,C2,0.2,evaluation,dcase2023_micro,3,"2026,2027,2028",0.638572456754275,0.002153185042239936,0.5621258125970751,0.009950496240782177,14.383805647131378,1.396165106624582,,,,,0.6958712940949211,0.013693232277441044,0.3651213453588077,0.005050885341311002
