family,context,variant,weight,seed,split,config,checkpoint,prediction_dir,profile,ER20,F20,LE_CD,LF_CD,SELD_LF,LR_CD,SELD_LR
EINV2,noncausal,E3,0.2,2027,evaluation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027_evaluation.yaml,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_train/ein_seld/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027/checkpoints/completion_20260904_E3_seed2027_epoch_68.pth,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027_evaluation/submissions,dcase2023_micro,0.40883031792122704,0.6882060551287844,13.10332014600781,,,0.7680847909872517,0.2563339237096419
EINV2,noncausal,E3,0.2,2027,evaluation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027_evaluation.yaml,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_train/ein_seld/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027/checkpoints/completion_20260904_E3_seed2027_epoch_68.pth,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027_evaluation/submissions,dcase2023_macro,0.40883031792122704,0.6994651713783651,12.28270202835567,,,0.7704224500673459,0.2517949824915952
Multi-ACCDOA,causal,C0,0,2027,validation,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_paper_v1_C0_seed2027_validation_seed2027_validation_t050,dcase2020_source,0.6400425985090522,0.4762594559793979,15.46026337427858,0.5889264445517463,0.4151867625143084,,
Multi-ACCDOA,causal,C0,0,2027,validation,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_paper_v1_C0_seed2027_validation_seed2027_validation_t050,dcase2020_web_lr,0.6400425985090522,0.4762594559793979,15.46026337427858,,,0.5566712307926366,0.42325056595408583
Multi-ACCDOA,causal,C0,0,2027,validation,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_paper_v1_C0_seed2027_validation_seed2027_validation_t050,dcase2023_micro,0.6313825022394745,0.4727041222346013,15.510696159236765,,,0.5470938897168406,0.4244387561265036
Multi-ACCDOA,causal,C0,0,2027,validation,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_paper_v1_C0_seed2027_validation_seed2027_validation_t050,dcase2023_macro,0.6313825022394745,0.401802579625049,27.78636414015432,,,0.4697610542515753,0.4785468895075935
EINV2,causal,C0.1,0,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_EINV2_C0_bestfix_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_train/ein_seld/EINV2_C0_bestfix_seed2027/checkpoints/rabbit02_gpu3_bestfix_seed2027_epoch_82.pth,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_infer/ein_seld/Completion_20260904_EINV2_C0_bestfix_seed2027_validation/submissions,dcase2020_source,0.5893808002434201,0.5830099180681327,12.234117937366563,0.6488428920511714,0.3563738279995937,,
EINV2,causal,C0.1,0,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_EINV2_C0_bestfix_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_train/ein_seld/EINV2_C0_bestfix_seed2027/checkpoints/rabbit02_gpu3_bestfix_seed2027_epoch_82.pth,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_infer/ein_seld/Completion_20260904_EINV2_C0_bestfix_seed2027_validation/submissions,dcase2020_web_lr,0.5893808002434201,0.5830099180681327,12.234117937366563,,,0.6867488209341245,0.34689734577885545
EINV2,causal,C0.1,0,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_EINV2_C0_bestfix_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_train/ein_seld/EINV2_C0_bestfix_seed2027/checkpoints/rabbit02_gpu3_bestfix_seed2027_epoch_82.pth,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_infer/ein_seld/Completion_20260904_EINV2_C0_bestfix_seed2027_validation/submissions,dcase2023_micro,0.6401911018214392,0.5665973665973666,12.249587201716542,,,0.6771407297096054,0.36612656693655643
EINV2,causal,C0.1,0,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_EINV2_C0_bestfix_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_train/ein_seld/EINV2_C0_bestfix_seed2027/checkpoints/rabbit02_gpu3_bestfix_seed2027_epoch_82.pth,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_infer/ein_seld/Completion_20260904_EINV2_C0_bestfix_seed2027_validation/submissions,dcase2023_macro,0.6401911018214392,0.550481124004366,11.376024226151667,,,0.6556814410157623,0.37430716784776064
EINV2,causal,C1,0.2,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_C1_CausalEINV2_Velocity_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_train/ein_seld/C1_CausalEINV2_Velocity_seed2027/checkpoints/rabbit02_gpu0_c1_seed2027_epoch_48.pth,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_C1_CausalEINV2_Velocity_seed2027_validation/submissions,dcase2020_source,0.5989654647801612,0.5490310359900917,16.220972287342136,0.6655981349264168,0.3686132016427773,,
EINV2,causal,C1,0.2,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_C1_CausalEINV2_Velocity_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_train/ein_seld/C1_CausalEINV2_Velocity_seed2027/checkpoints/rabbit02_gpu0_c1_seed2027_epoch_48.pth,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_C1_CausalEINV2_Velocity_seed2027_validation/submissions,dcase2020_web_lr,0.5989654647801612,0.5490310359900917,16.220972287342136,,,0.6949642476799026,0.3612716734544058
EINV2,causal,C1,0.2,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_C1_CausalEINV2_Velocity_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_train/ein_seld/C1_CausalEINV2_Velocity_seed2027/checkpoints/rabbit02_gpu0_c1_seed2027_epoch_48.pth,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_C1_CausalEINV2_Velocity_seed2027_validation/submissions,dcase2023_micro,0.6625858465213497,0.5310988009256012,16.234749810599244,,,0.684562760261749,0.38427933495933214
EINV2,causal,C1,0.2,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_C1_CausalEINV2_Velocity_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_train/ein_seld/C1_CausalEINV2_Velocity_seed2027/checkpoints/rabbit02_gpu0_c1_seed2027_epoch_48.pth,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_C1_CausalEINV2_Velocity_seed2027_validation/submissions,dcase2023_macro,0.6625858465213497,0.5240683524987171,14.942934871318714,,,0.664277092851971,0.38931417650283023
EINV2,causal,C2,0.2,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_C2_CausalEINV2_JEPA_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_train/ein_seld/C2_CausalEINV2_JEPA_seed2027/checkpoints/rabbit02_gpu1_c2_seed2027_epoch_75.pth,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C2_CausalEINV2_JEPA_seed2027_validation/submissions,dcase2020_source,0.5788833105127035,0.5803273938867158,13.355154479240738,0.6600028972910328,0.3531870804993508,,
EINV2,causal,C2,0.2,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_C2_CausalEINV2_JEPA_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_train/ein_seld/C2_CausalEINV2_JEPA_seed2027/checkpoints/rabbit02_gpu1_c2_seed2027_epoch_75.pth,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C2_CausalEINV2_JEPA_seed2027_validation/submissions,dcase2020_web_lr,0.5788833105127035,0.5803273938867158,13.355154479240738,,,0.6931385972919519,0.34490315549912104
EINV2,causal,C2,0.2,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_C2_CausalEINV2_JEPA_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_train/ein_seld/C2_CausalEINV2_JEPA_seed2027/checkpoints/rabbit02_gpu1_c2_seed2027_epoch_75.pth,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C2_CausalEINV2_JEPA_seed2027_validation/submissions,dcase2023_micro,0.6439235592714243,0.5598447570864232,13.405939524929236,,,0.6847907046030091,0.36844138484678857
EINV2,causal,C2,0.2,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_C2_CausalEINV2_JEPA_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_train/ein_seld/C2_CausalEINV2_JEPA_seed2027/checkpoints/rabbit02_gpu1_c2_seed2027_epoch_75.pth,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C2_CausalEINV2_JEPA_seed2027_validation/submissions,dcase2023_macro,0.6439235592714243,0.5473278841529667,12.296597611745138,,,0.6514458180686706,0.3783660720565372
Multi-ACCDOA,causal,C1_lambda005,0.05,2027,validation,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/40_promoted_v2_C1_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/40_promoted_v2_C1_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C1_lambda005_seed2027_validation_seed2027_validation_t050,dcase2020_source,0.6328921344895786,0.482478250264249,15.354382763410575,0.6055776892430278,0.4075345803614234,,
Multi-ACCDOA,causal,C1_lambda005,0.05,2027,validation,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/40_promoted_v2_C1_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/40_promoted_v2_C1_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C1_lambda005_seed2027_validation_seed2027_validation_t050,dcase2020_web_lr,0.6328921344895786,0.482478250264249,15.354382763410575,,,0.5665601703940362,0.41728896007367133
Multi-ACCDOA,causal,C1_lambda005,0.05,2027,validation,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/40_promoted_v2_C1_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/40_promoted_v2_C1_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C1_lambda005_seed2027_validation_seed2027_validation_t050,dcase2023_micro,0.6239175873395043,0.4788166251306375,15.416628509781864,,,0.5569129916567342,0.4184589766793968
Multi-ACCDOA,causal,C1_lambda005,0.05,2027,validation,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/40_promoted_v2_C1_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/40_promoted_v2_C1_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C1_lambda005_seed2027_validation_seed2027_validation_t050,dcase2023_macro,0.6239175873395043,0.36753714177296243,39.24630972566697,,,0.4400135318797903,0.5086004919295587
EINV2,causal,C3,0.2,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_train/ein_seld/C3_CausalEINV2_Velocity_JEPA_seed2027/checkpoints/rabbit02_gpu3_c3_seed2027_epoch_80.pth,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2027_validation/submissions,dcase2020_source,0.5790354480450327,0.592836205047544,12.743203762533641,0.6666190033602629,0.34759395402393656,,
EINV2,causal,C3,0.2,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_train/ein_seld/C3_CausalEINV2_Velocity_JEPA_seed2027/checkpoints/rabbit02_gpu3_c3_seed2027_epoch_80.pth,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2027_validation/submissions,dcase2020_web_lr,0.5790354480450327,0.592836205047544,12.743203762533641,,,0.7092651757188498,0.3369324109342898
EINV2,causal,C3,0.2,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_train/ein_seld/C3_CausalEINV2_Velocity_JEPA_seed2027/checkpoints/rabbit02_gpu3_c3_seed2027_epoch_80.pth,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2027_validation/submissions,dcase2023_micro,0.6348163630934608,0.5773649810801513,12.740304259386535,,,0.701430274135876,0.3567001439962841
EINV2,causal,C3,0.2,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_train/ein_seld/C3_CausalEINV2_Velocity_JEPA_seed2027/checkpoints/rabbit02_gpu3_c3_seed2027_epoch_80.pth,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2027_validation/submissions,dcase2023_macro,0.6348163630934608,0.5579285952400559,12.10337599678794,,,0.6859014913806225,0.3645568135581789
Multi-ACCDOA,causal,C2_lambda005,0.05,2027,validation,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/41_promoted_v2_C2_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/41_promoted_v2_C2_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C2_lambda005_seed2027_validation_seed2027_validation_t050,dcase2020_source,0.6444545869465997,0.469842797561758,16.064008086718562,0.5899903753609238,0.41846647584864416,,
Multi-ACCDOA,causal,C2_lambda005,0.05,2027,validation,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/41_promoted_v2_C2_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/41_promoted_v2_C2_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C2_lambda005_seed2027_validation_seed2027_validation_t050,dcase2020_web_lr,0.6444545869465997,0.469842797561758,16.064008086718562,,,0.5595618439068918,0.42607360871215216
Multi-ACCDOA,causal,C2_lambda005,0.05,2027,validation,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/41_promoted_v2_C2_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/41_promoted_v2_C2_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C2_lambda005_seed2027_validation_seed2027_validation_t050,dcase2023_micro,0.6398925052254404,0.4661749543976525,16.12732859402608,,,0.5499925495455222,0.42833031781226927
Multi-ACCDOA,causal,C2_lambda005,0.05,2027,validation,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/41_promoted_v2_C2_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/41_promoted_v2_C2_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C2_lambda005_seed2027_validation_seed2027_validation_t050,dcase2023_macro,0.6398925052254404,0.3843807997235281,39.92885282540976,,,0.4660320436159494,0.5028266555067821
EINV2,noncausal,E0,0,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E0_OfflineEINV2_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_train/ein_seld/E0_OfflineEINV2_seed2027/checkpoints/completion_20260904_E0_seed2027_epoch_82.pth,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_infer/ein_seld/Completion_20260904_E0_OfflineEINV2_seed2027_validation/submissions,dcase2020_source,0.4083371367716416,0.6880036840893391,10.501785617334015,0.7586153964233631,0.25501532742214317,,
EINV2,noncausal,E0,0,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E0_OfflineEINV2_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_train/ein_seld/E0_OfflineEINV2_seed2027/checkpoints/completion_20260904_E0_seed2027_epoch_82.pth,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_infer/ein_seld/Completion_20260904_E0_OfflineEINV2_seed2027_validation/submissions,dcase2020_web_lr,0.4083371367716416,0.6880036840893391,10.501785617334015,,,0.751863684771033,0.2567032553352257
EINV2,noncausal,E0,0,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E0_OfflineEINV2_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_train/ein_seld/E0_OfflineEINV2_seed2027/checkpoints/completion_20260904_E0_seed2027_epoch_82.pth,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_infer/ein_seld/Completion_20260904_E0_OfflineEINV2_seed2027_validation/submissions,dcase2023_micro,0.4423708569722305,0.6694864945087563,10.57495712970076,,,0.7405919976201101,0.2727605316687588
EINV2,noncausal,E0,0,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E0_OfflineEINV2_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_train/ein_seld/E0_OfflineEINV2_seed2027/checkpoints/completion_20260904_E0_seed2027_epoch_82.pth,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_infer/ein_seld/Completion_20260904_E0_OfflineEINV2_seed2027_validation/submissions,dcase2023_macro,0.4423708569722305,0.6628992669787855,10.208818994879811,,,0.7437107266831996,0.2731191310982277
Multi-ACCDOA,causal,C3_lambda005,0.05,2027,validation,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/42_supplemental_v2_C3_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/42_supplemental_v2_C3_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_supplemental_v2_C3_lambda005_seed2027_validation_seed2027_validation_t050,dcase2020_source,0.6331964095542371,0.478720787207872,14.717787050721864,0.5871258712587125,0.41227880867569344,,
Multi-ACCDOA,causal,C3_lambda005,0.05,2027,validation,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/42_supplemental_v2_C3_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/42_supplemental_v2_C3_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_supplemental_v2_C3_lambda005_seed2027_validation_seed2027_validation_t050,dcase2020_web_lr,0.6331964095542371,0.478720787207872,14.717787050721864,,,0.5446523657386277,0.42289718505571466
Multi-ACCDOA,causal,C3_lambda005,0.05,2027,validation,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/42_supplemental_v2_C3_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/42_supplemental_v2_C3_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_supplemental_v2_C3_lambda005_seed2027_validation_seed2027_validation_t050,dcase2023_micro,0.6236189907435056,0.47498581042730886,14.775350354805433,,,0.5352511551647041,0.42386682622510297
Multi-ACCDOA,causal,C3_lambda005,0.05,2027,validation,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/42_supplemental_v2_C3_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/42_supplemental_v2_C3_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_supplemental_v2_C3_lambda005_seed2027_validation_seed2027_validation_t050,dcase2023_macro,0.6236189907435056,0.37194827494589117,38.99274094532207,,,0.4463507407760832,0.5054865784016634
EINV2,noncausal,E1,0.2,2027,validation,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E1_OfflineEINV2_Velocity_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_train/ein_seld/E1_OfflineEINV2_Velocity_seed2027/checkpoints/completion_20260904_E1_seed2027_epoch_87.pth,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_E1_OfflineEINV2_Velocity_seed2027_validation/submissions,dcase2020_source,0.3946447588620113,0.6942429387251118,10.398406385683527,0.7627720327210987,0.24884967794517732,,
